HomeTeam,HomeXG,AwayTeam,AwayXG,Season
Bournemouth,1.9,Swansea,1.3,2017-18
Watford,2.5,Newcastle,0.7,2017-18
Everton,0.5,Southampton,0.7,2017-18
Man City,0.8,Huddersfield,0.2,2017-18
Chelsea,0.6,Liverpool,0.5,2017-18
Arsenal,2.6,Burnley,0.3,2017-18
Swansea,0.5,Southampton,1.2,2017-18
Leicester,2.2,Arsenal,1.4,2017-18
Chelsea,1.9,Huddersfield,0.7,2017-18
Tottenham,0.8,Newcastle,1.0,2017-18
Man City,1.6,Brighton,1.2,2017-18
West Ham,0.6,Man United,0.8,2017-18
Swansea,3.0,Stoke,1.6,2017-18
Liverpool,2.8,Brighton,0.1,2017-18
Burnley,1.1,Bournemouth,1.3,2017-18
Crystal Palace,2.2,West Brom,0.2,2017-18
West Ham,1.1,Everton,1.6,2017-18
Huddersfield,1.7,Arsenal,2.0,2017-18
Newcastle,2.2,Chelsea,1.0,2017-18
Man United,0.4,Watford,0.6,2017-18
Southampton,0.5,Man City,0.8,2017-18
Tottenham,1.8,Leicester,1.4,2017-18
