HT_Elo,AT_Elo,HT_RecentPoints,HT_HomeRecentPoints,HT_AwayRecentPoints,HT_TotalPoints,AT_RecentPoints,AT_HomeRecentPoints,AT_AwayRecentPoints,AT_TotalPoints,HT_RecentGoals,HT_HomeRecentGoals,HT_AwayRecentGoals,HT_RecentGD,HT_HomeRecentGD,HT_AwayRecentGD,HT_TotalGoals,HT_TotalGD,AT_RecentGoals,AT_HomeRecentGoals,AT_AwayRecentGoals,AT_RecentGD,AT_HomeRecentGD,AT_AwayRecentGD,AT_TotalGoals,AT_TotalGD,HT_RecentShots,HT_HomeRecentShots,HT_AwayRecentShots,HT_RecentSOT,HT_HomeRecentSOT,HT_AwayRecentSOT,HT_TotalShots,HT_TotalSOT,AT_RecentShots,AT_HomeRecentShots,AT_AwayRecentShots,AT_RecentSOT,AT_HomeRecentSOT,AT_AwayRecentSOT,AT_TotalShots,AT_TotalSOT,HomeAttackR,HomeMidfieldR,HomeDefenceR,HomeOverallR,AwayAttackR,AwayMidfieldR,AwayDefenceR,AwayOverallR,EloDiff,PointsDiff,RecentPointsDiff,HomeAwayPointsDiff,GoalsDiff,RecentGoalsDiff,HomeAwayGoalsDiff,GDDiff,RecentGDDiff,HomeAwayGDDiff,ShotsDiff,RecentShotsDiff,HomeAwayShotsDiff,SOTDiff,RecentSOTDiff,HomeAwaySOTDiff,ARDiff,MRDiff,DRDiff,ORDiff,B365H,B365D,B365A,Season,FTR
1000.1307354113353,1028.5247349926924,1.2,,,10,2.4,,,16,3.2,,,0.0,,,11.0,0.0,2.8,,,2.0,,,16.0,11.0,27.0,,,9.0,,,75.0,29.0,24.2,,,7.8,,,115.0,45.0,75,73,70,73,77,75,76,76,-28.393999581357093,-6,-1.2,,-5.0,0.40000000000000036,,-11.0,-2.0,,-40.0,2.8000000000000007,,-16.0,1.2000000000000002,,-2,-2,-6,-3,3.8,3.6,2.05,2014-15,A
989.6079483069464,990.8303409059553,1.4,,,9,1.6,1.2,,10,3.4,,,1.0,,,11.0,-3.0,3.2,2.0,,0.8,0.4,,12.0,-1.0,25.4,,,7.8,,,80.0,27.0,25.8,13.2,,8.6,3.6,,108.0,30.0,71,72,68,72,74,74,71,74,-1.2223925990089128,-1,-0.20000000000000018,,-1.0,0.19999999999999973,,-2.0,0.19999999999999996,,-28.0,-0.40000000000000213,,-3.0,-0.7999999999999998,,-3,-2,-3,-2,2.3,3.5,3.3,2014-15,A
982.135843019364,1019.3454235566588,0.8,,1.0,8,2.4,1.8,,16,2.6,,1.0,0.6,,-0.4,7.0,-3.0,3.2,1.6,,0.8,0.4,,17.0,5.0,27.6,,10.6,6.6,,3.0,106.0,24.0,27.6,11.6,,8.6,4.0,,126.0,42.0,76,75,74,76,75,74,72,75,-37.20958053729487,-8,-1.5999999999999999,,-10.0,-0.6000000000000001,,-8.0,-0.20000000000000007,,-20.0,0.0,,-18.0,-2.0,,1,1,2,1,2.38,3.4,3.25,2014-15,D
978.1260358278928,999.1086129906635,0.0,,1.2,9,1.0,,,11,2.6,,0.4,0.6,,-1.2,4.0,-10.0,2.6,,,0.6,,,10.0,-1.0,24.6,,8.8,8.0,,2.4,67.0,19.0,23.0,,,9.6,,,91.0,32.0,72,74,74,75,78,77,77,78,-20.982577162770667,-2,-1.0,,-6.0,0.0,,-9.0,0.0,,-24.0,1.6000000000000014,,-13.0,-1.5999999999999996,,-6,-3,-3,-3,3.75,3.6,2.1,2014-15,A
1020.0340850582458,1011.089950658497,2.0,,,14,1.6,2.0,,13,3.6,,,0.0,,,17.0,7.0,4.0,2.0,,0.8,1.0,,16.0,3.0,31.4,,,10.6,,,144.0,48.0,27.0,15.0,,9.4,5.6,,130.0,45.0,83,82,81,82,85,80,75,81,8.944134399748805,1,0.3999999999999999,,1.0,-0.3999999999999999,,4.0,-0.8,,14.0,4.399999999999999,,3.0,1.1999999999999993,,-2,2,6,1,1.91,3.75,4.33,2014-15,H
982.9777045244232,980.8545341140616,1.4,,,8,1.0,1.2,,8,3.2,,,0.4,,,10.0,-3.0,2.8,1.2,,1.6,0.0,,8.0,-9.0,24.4,,,7.8,,,79.0,30.0,26.0,10.2,,8.8,2.6,,100.0,28.0,73,73,73,73,76,73,72,74,2.123170410361581,0,0.3999999999999999,,2.0,0.40000000000000036,,6.0,-1.2000000000000002,,-21.0,-1.6000000000000014,,2.0,-1.0000000000000009,,-3,0,1,-1,2.1,3.5,3.8,2014-15,A
945.6514712962814,990.9461658301306,0.2,0.4,0.4,4,1.0,1.0,,10,3.8,0.6,0.4,0.6,-1.2,-1.6,5.0,-14.0,2.6,1.4,,-0.2,-0.2,,11.0,-1.0,32.2,13.2,9.8,10.2,3.4,2.4,115.0,29.0,25.2,10.6,,7.8,3.2,,83.0,30.0,71,70,71,70,75,73,70,73,-45.29469453384911,-6,-0.8,,-6.0,1.1999999999999997,,-13.0,0.8,,32.0,7.0000000000000036,,-1.0,2.3999999999999995,,-4,-3,1,-3,2.5,3.4,3.0,2014-15,H
1009.1965585328379,1070.4499826246304,1.6,1.6,,14,2.6,3.0,2.2,26,2.8,1.0,,0.4,0.2,,13.0,1.0,2.6,2.6,2.6,1.0,2.0,1.2,26.0,16.0,27.8,18.0,,10.8,5.0,,144.0,46.0,22.6,19.2,10.4,8.2,7.6,4.4,148.0,60.0,79,78,75,79,82,82,81,83,-61.25342409179245,-12,-1.0,-0.6000000000000001,-13.0,0.19999999999999973,-1.6,-15.0,-0.6,-1.0,-4.0,5.199999999999999,7.6,-14.0,2.6000000000000014,0.5999999999999996,-3,-4,-6,-4,3.4,3.4,2.3,2014-15,A
1001.3473266869279,972.9165955283968,1.6,2.0,0.6,13,0.8,0.8,,8,2.6,2.0,1.2,0.6,1.0,-0.6,16.0,2.0,3.0,1.0,,0.2,-0.6,,11.0,-5.0,25.8,15.0,12.8,9.0,5.6,3.8,139.0,47.0,22.4,11.0,,7.6,3.6,,88.0,31.0,85,80,75,81,73,73,73,73,28.430731158531103,5,0.8,,5.0,-0.3999999999999999,,7.0,0.39999999999999997,,51.0,3.400000000000002,,16.0,1.4000000000000004,,12,7,2,8,1.3,6.0,11.0,2014-15,H
957.5937572178431,1029.7767090298148,0.6,1.4,0.0,7,2.4,2.0,,17,3.0,1.4,0.4,1.0,0.2,-2.4,9.0,-11.0,3.4,1.8,,0.2,1.0,,18.0,8.0,26.2,16.8,9.0,9.4,5.2,1.8,129.0,35.0,32.0,15.4,,11.0,5.6,,160.0,54.0,74,74,71,75,83,82,81,82,-72.18295181197175,-10,-1.7999999999999998,,-9.0,-0.3999999999999999,,-19.0,0.8,,-31.0,-5.800000000000001,,-19.0,-1.5999999999999996,,-9,-8,-10,-7,7.0,4.75,1.5,2014-15,D
1037.709304573897,979.6431314489766,2.4,,1.8,19,0.8,1.2,,9,2.8,,1.2,2.0,,0.4,17.0,12.0,3.4,2.0,,1.0,0.2,,11.0,-4.0,24.6,,11.6,7.4,,4.8,125.0,48.0,23.4,12.8,,8.4,4.4,,94.0,32.0,77,75,76,76,71,72,68,72,58.0661731249204,10,1.5999999999999999,,6.0,-0.6000000000000001,,16.0,1.0,,31.0,1.2000000000000028,,16.0,-1.0,,6,3,8,4,1.44,4.75,8.0,2014-15,H
1018.2785217208484,968.7292297844782,2.0,1.8,1.6,17,0.0,,1.2,9,3.2,1.6,2.2,0.4,0.4,0.6,19.0,5.0,2.6,,0.4,1.0,,-1.2,5.0,-11.0,29.0,11.6,15.6,7.8,4.0,4.8,136.0,44.0,27.6,,8.8,8.6,,2.4,79.0,20.0,75,74,72,75,72,74,74,75,49.549291936370196,8,2.0,0.6000000000000001,14.0,0.6000000000000001,1.2000000000000002,16.0,-0.6,1.6,57.0,1.3999999999999986,2.799999999999999,24.0,-0.7999999999999998,1.6,3,0,-2,0,1.75,3.75,5.5,2014-15,D
990.915643110088,1000.4650529376645,1.4,1.2,1.0,11,1.6,1.0,1.6,13,3.6,1.2,1.0,1.2,0.0,-1.4,11.0,-7.0,2.4,2.0,1.8,0.4,-0.2,0.6,19.0,2.0,23.2,10.2,11.4,8.0,2.6,4.4,108.0,35.0,27.8,14.8,12.0,8.6,4.8,4.8,134.0,48.0,76,73,72,74,78,78,78,78,-9.549409827576483,-2,-0.20000000000000018,-0.40000000000000013,-8.0,1.2000000000000002,-0.6000000000000001,-9.0,0.7999999999999999,-0.6,-26.0,-4.600000000000001,-1.8000000000000007,-13.0,-0.5999999999999996,-2.1999999999999997,-2,-5,-6,-4,4.0,3.5,2.05,2014-15,D
1006.8957514799561,1026.9814765440503,1.0,,1.0,14,1.6,1.8,1.6,17,1.2,,1.0,0.4,,-0.4,11.0,3.0,2.6,2.0,1.6,0.6,0.8,0.6,18.0,7.0,21.8,,8.8,5.6,,2.4,81.0,30.0,26.0,20.4,14.2,9.8,8.0,3.4,173.0,57.0,77,74,74,75,80,80,77,80,-20.085725064094277,-3,-0.6000000000000001,,-7.0,-1.4000000000000001,,-4.0,-0.19999999999999996,,-92.0,-4.199999999999999,,-27.0,-4.200000000000001,,-3,-6,-3,-5,3.75,3.5,2.1,2014-15,H
