HomeElo,AwayElo,HT_RecentPoints,HT_HomeRecentPoints,HT_AwayRecentPoints,HT_TotalPoints,AT_RecentPoints,AT_HomeRecentPoints,AT_AwayRecentPoints,AT_TotalPoints,HT_RecentGoals,HT_HomeRecentGoals,HT_AwayRecentGoals,HT_RecentGD,HT_HomeRecentGD,HT_AwayRecentGD,HT_TotalGoals,HT_TotalGD,AT_RecentGoals,AT_HomeRecentGoals,AT_AwayRecentGoals,AT_RecentGD,AT_HomeRecentGD,AT_AwayRecentGD,AT_TotalGoals,AT_TotalGD,HT_RecentShots,HT_HomeRecentShots,HT_AwayRecentShots,HT_RecentSOT,HT_HomeRecentSOT,HT_AwayRecentSOT,HT_TotalShots,HT_TotalSOT,AT_RecentShots,AT_HomeRecentShots,AT_AwayRecentShots,AT_RecentSOT,AT_HomeRecentSOT,AT_AwayRecentSOT,AT_TotalShots,AT_TotalSOT,HomeAttackR,HomeMidfieldR,HomeDefenceR,HomeOverallR,AwayAttackR,AwayMidfieldR,AwayDefenceR,AwayOverallR,EloDiff,PointsDiff,RecentPointsDiff,HomeAwayPointsDiff,GoalsDiff,RecentGoalsDiff,HomeAwayGoalsDiff,GDDiff,RecentGDDiff,HomeAwayGDDiff,ShotsDiff,RecentShotsDiff,HomeAwayShotsDiff,SOTDiff,RecentSOTDiff,HomeAwaySOTDiff,ARDiff,MRDiff,DRDiff,ORDiff,B365H,B365D,B365A,Season,FTR
1078.9701136835254,1136.853279546767,2.3333333333333335,2.0,2.6666666666666665,43,2.6666666666666665,3.0,2.6666666666666665,56,3.5,2.0,3.5,0.16666666666666666,1.5,2.5,49.0,25.0,3.3333333333333335,3.0,2.1666666666666665,0.6666666666666666,2.1666666666666665,1.5,61.0,48.0,26.166666666666668,18.833333333333332,15.833333333333334,9.5,5.833333333333333,6.833333333333333,378.0,142.0,24.5,18.333333333333332,15.5,10.0,8.0,5.833333333333333,359.0,150.0,85,81,80,81,85,87,83,84,-57.88316586324163,-13,-0.33333333333333304,-0.6666666666666665,-12.0,0.16666666666666652,-0.16666666666666652,-23.0,-0.5,0.0,19.0,1.6666666666666679,3.333333333333332,-8.0,-0.5,0.0,0,-6,-3,-3,3.1,3.75,2.29,2017-18,H
1073.5926579662384,963.9411285663675,2.0,1.8333333333333333,2.1666666666666665,44,0.6666666666666666,1.1666666666666667,0.3333333333333333,20,2.3333333333333335,1.0,2.1666666666666665,-0.3333333333333333,0.3333333333333333,1.0,41.0,26.0,3.5,1.3333333333333333,0.8333333333333334,1.5,-0.6666666666666666,-1.8333333333333333,22.0,-21.0,25.833333333333332,13.5,13.5,7.666666666666667,3.8333333333333335,4.666666666666667,299.0,102.0,26.666666666666668,11.166666666666666,9.333333333333334,11.666666666666666,3.0,4.5,201.0,67.0,85,83,81,83,75,76,76,76,109.65152939987092,24,1.3333333333333335,1.5,19.0,-1.1666666666666665,0.16666666666666663,47.0,-1.8333333333333333,2.1666666666666665,98.0,-0.8333333333333357,4.166666666666666,35.0,-3.999999999999999,-0.6666666666666665,10,7,5,7,1.22,7.0,15.0,2017-18,H
1023.0887718748932,999.4301277519115,1.1666666666666667,1.8333333333333333,1.5,33,1.8333333333333333,1.8333333333333333,1.5,25,3.3333333333333335,2.5,1.1666666666666667,0.0,1.0,0.16666666666666666,36.0,9.0,2.3333333333333335,1.5,1.0,-0.6666666666666666,0.3333333333333333,0.5,21.0,-8.0,28.5,18.333333333333332,15.333333333333334,9.0,7.0,4.5,342.0,127.0,24.5,15.166666666666666,11.333333333333334,7.0,3.6666666666666665,4.0,276.0,80.0,84,80,81,82,79,76,76,76,23.658644122981627,8,-0.6666666666666665,0.33333333333333326,15.0,1.0,1.5,17.0,0.6666666666666666,0.5,66.0,4.0,6.999999999999998,47.0,2.0,3.0,5,4,5,6,1.5,4.75,7.0,2017-18,H
955.5947536916296,1070.9519964260564,0.8333333333333334,1.1666666666666667,0.5,19,2.0,2.6666666666666665,1.5,44,1.8333333333333333,1.0,0.16666666666666666,1.1666666666666667,-0.5,-1.3333333333333333,16.0,-11.0,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.8333333333333334,36.0,24.0,30.666666666666668,11.0,8.0,8.666666666666666,3.3333333333333335,2.0,191.0,55.0,29.833333333333332,21.0,16.166666666666668,10.0,8.833333333333334,5.166666666666667,337.0,127.0,74,76,74,75,84,86,82,83,-115.35724273442679,-25,-1.1666666666666665,-0.33333333333333326,-20.0,-0.16666666666666674,-0.6666666666666667,-35.0,-0.16666666666666652,-1.3333333333333335,-146.0,0.8333333333333357,-5.166666666666668,-72.0,-1.333333333333334,-1.8333333333333335,-10,-10,-8,-8,6.5,3.89,1.61,2017-18,A
995.3859123760344,1080.537405385584,0.5,1.5,1.0,28,2.0,1.8333333333333333,2.1666666666666665,47,1.8333333333333333,0.8333333333333334,0.6666666666666666,-0.5,-0.16666666666666666,-0.16666666666666666,15.0,-3.0,2.6666666666666665,1.3333333333333333,2.1666666666666665,0.0,0.6666666666666666,1.0,44.0,29.0,23.833333333333332,10.0,9.5,7.333333333333333,3.6666666666666665,3.6666666666666665,200.0,64.0,27.166666666666668,15.0,13.5,8.5,4.833333333333333,4.666666666666667,319.0,111.0,76,77,78,77,85,83,81,83,-85.15149300954954,-19,-1.5,-0.6666666666666665,-29.0,-0.8333333333333333,-1.333333333333333,-32.0,-0.5,-1.1666666666666667,-119.0,-3.3333333333333357,-3.5,-47.0,-1.166666666666667,-1.0000000000000004,-9,-6,-3,-6,7.5,3.89,1.57,2017-18,A
960.9163963560201,944.8307749961584,0.8333333333333334,2.1666666666666665,0.5,21,0.8333333333333334,1.0,0.3333333333333333,18,2.1666666666666665,2.0,0.8333333333333334,0.8333333333333334,1.1666666666666667,-1.3333333333333333,23.0,-15.0,2.3333333333333335,0.6666666666666666,0.5,0.6666666666666666,-0.5,-0.8333333333333334,16.0,-12.0,26.5,8.833333333333334,6.0,8.0,3.5,2.1666666666666665,194.0,59.0,24.833333333333332,14.166666666666666,9.0,7.666666666666667,3.8333333333333335,2.8333333333333335,225.0,67.0,77,80,79,79,79,75,77,76,16.085621359861648,3,0.0,1.8333333333333333,7.0,-0.16666666666666696,1.5,-3.0,0.16666666666666674,2.0,-31.0,1.6666666666666679,-0.16666666666666607,-8.0,0.33333333333333304,0.6666666666666665,-2,5,2,3,2.14,3.2,4.0,2017-18,D
1004.2710051457401,950.6684399343332,0.8333333333333334,1.6666666666666667,1.0,28,0.6666666666666666,0.8333333333333334,0.0,23,2.6666666666666665,1.3333333333333333,1.5,0.3333333333333333,0.0,0.16666666666666666,28.0,2.0,3.3333333333333335,1.5,1.0,0.0,-0.8333333333333334,-1.3333333333333333,30.0,-12.0,24.666666666666668,9.666666666666666,11.5,7.333333333333333,2.8333333333333335,4.0,221.0,72.0,24.166666666666668,11.166666666666666,10.833333333333334,8.166666666666666,2.8333333333333335,2.8333333333333335,251.0,65.0,79,79,76,78,78,77,75,77,53.602565211406954,5,0.16666666666666674,1.6666666666666667,-2.0,-0.666666666666667,0.33333333333333326,14.0,0.3333333333333333,1.3333333333333333,-30.0,0.5,-1.1666666666666679,7.0,-0.833333333333333,0.0,1,2,1,1,1.85,3.89,4.33,2017-18,H
956.996381147022,946.051122823789,0.6666666666666666,1.1666666666666667,0.16666666666666666,20,1.0,0.8333333333333334,0.6666666666666666,18,3.0,1.3333333333333333,0.5,1.3333333333333333,-0.6666666666666666,-2.3333333333333335,22.0,-24.0,2.8333333333333335,1.0,0.8333333333333334,-0.5,-0.6666666666666666,-1.8333333333333333,15.0,-24.0,27.833333333333332,11.166666666666666,9.0,11.666666666666666,3.0,4.333333333333333,212.0,72.0,21.666666666666668,9.833333333333334,10.5,9.166666666666666,3.1666666666666665,3.5,198.0,62.0,75,76,76,76,75,73,74,74,10.94525832323302,2,-0.33333333333333337,0.5000000000000001,7.0,0.16666666666666652,0.4999999999999999,0.0,1.8333333333333333,1.1666666666666665,14.0,6.166666666666664,0.6666666666666661,10.0,2.5,-0.5,0,3,2,2,2.04,3.39,4.09,2017-18,H
992.3778366311345,965.1767727999044,2.0,1.3333333333333333,1.3333333333333333,25,1.3333333333333333,1.3333333333333333,1.0,21,3.1666666666666665,0.8333333333333334,2.0,-0.8333333333333334,-0.6666666666666666,0.16666666666666666,27.0,-8.0,4.0,1.5,1.0,0.3333333333333333,-0.5,-0.6666666666666666,23.0,-12.0,28.0,9.0,8.166666666666666,8.333333333333334,2.3333333333333335,4.333333333333333,199.0,75.0,28.833333333333332,15.0,12.0,10.0,5.166666666666667,4.833333333333333,258.0,87.0,79,76,74,77,76,75,75,76,27.201063831230158,4,0.6666666666666667,0.33333333333333326,4.0,-0.8333333333333335,-0.16666666666666663,4.0,-1.1666666666666667,0.0,-59.0,-0.8333333333333321,-3.0,-12.0,-1.666666666666666,-2.4999999999999996,3,1,-1,1,2.0,3.6,4.0,2017-18,D
952.1516603711232,1053.5655006563782,0.5,0.8333333333333334,0.5,19,2.1666666666666665,2.3333333333333335,1.1666666666666667,41,2.8333333333333335,1.3333333333333333,1.0,0.5,-0.3333333333333333,-0.8333333333333334,21.0,-11.0,3.8333333333333335,3.0,1.3333333333333333,0.8333333333333334,2.1666666666666665,-0.16666666666666666,44.0,23.0,25.666666666666668,11.666666666666666,10.333333333333334,8.833333333333334,4.0,3.5,240.0,72.0,27.166666666666668,22.666666666666668,12.833333333333334,10.166666666666666,8.166666666666666,4.5,386.0,131.0,76,77,75,76,85,83,82,83,-101.41384028525499,-22,-1.6666666666666665,-0.33333333333333337,-23.0,-1.0,0.0,-34.0,-0.33333333333333337,-0.16666666666666666,-146.0,-1.5,-1.1666666666666679,-59.0,-1.3333333333333321,-0.5,-9,-6,-7,-7,5.75,4.09,1.64,2017-18,D
932.1817484019954,1090.6208804438975,0.6666666666666666,0.8333333333333334,0.5,15,2.6666666666666665,2.0,2.6666666666666665,46,3.3333333333333335,0.3333333333333333,0.6666666666666666,0.0,-1.0,-1.6666666666666667,13.0,-20.0,4.666666666666667,2.1666666666666665,3.5,0.3333333333333333,1.1666666666666667,2.5,53.0,26.0,22.833333333333332,10.333333333333334,8.166666666666666,9.5,2.0,2.5,174.0,44.0,27.333333333333332,18.0,15.833333333333334,10.333333333333334,5.666666666666667,6.833333333333333,394.0,149.0,76,75,74,75,85,81,80,81,-158.4391320419021,-31,-2.0,-1.833333333333333,-40.0,-1.3333333333333335,-3.1666666666666665,-46.0,-0.3333333333333333,-3.5,-220.0,-4.5,-5.5,-105.0,-0.8333333333333339,-4.833333333333333,-9,-6,-6,-6,12.0,5.75,1.3,2017-18,H
936.3660485074395,1076.352495242301,0.5,0.8333333333333334,0.6666666666666666,18,2.1666666666666665,2.0,2.1666666666666665,46,2.3333333333333335,1.0,0.8333333333333334,0.3333333333333333,-0.6666666666666666,-1.5,15.0,-26.0,4.166666666666667,2.1666666666666665,2.8333333333333335,1.1666666666666667,1.1666666666666667,1.8333333333333333,53.0,25.0,19.833333333333332,9.833333333333334,8.166666666666666,8.666666666666666,3.1666666666666665,3.5,204.0,65.0,26.833333333333332,18.0,16.833333333333332,9.833333333333334,5.666666666666667,6.333333333333333,415.0,153.0,75,73,74,74,85,81,80,81,-139.9864467348616,-28,-1.6666666666666665,-1.333333333333333,-38.0,-1.8333333333333335,-1.8333333333333335,-51.0,-0.8333333333333335,-2.5,-211.0,-7.0,-6.999999999999998,-88.0,-1.1666666666666679,-3.1666666666666665,-10,-8,-6,-7,12.0,5.75,1.3,2017-18,A
946.4501336035917,1032.408871918409,1.1666666666666667,1.3333333333333333,0.5,18,1.5,1.8333333333333333,1.5,36,2.8333333333333335,0.5,0.6666666666666666,0.8333333333333334,-0.6666666666666666,-1.6666666666666667,14.0,-19.0,4.166666666666667,2.8333333333333335,1.1666666666666667,0.5,1.3333333333333333,0.16666666666666666,40.0,12.0,21.833333333333332,8.833333333333334,8.166666666666666,8.333333333333334,2.0,2.5,177.0,46.0,28.0,18.166666666666668,15.333333333333334,11.0,7.833333333333333,4.5,358.0,137.0,76,75,74,75,84,80,81,82,-85.95873831481731,-18,-0.33333333333333326,-0.16666666666666674,-26.0,-1.3333333333333335,-0.6666666666666667,-31.0,0.33333333333333337,-0.8333333333333333,-181.0,-6.166666666666668,-6.5,-91.0,-2.666666666666666,-2.5,-8,-5,-7,-7,7.0,4.59,1.5,2017-18,H
991.596522775619,990.1100277083957,2.0,1.5,1.3333333333333333,26,1.3333333333333333,1.8333333333333333,1.5,25,3.5,1.0,2.0,-0.8333333333333334,-0.16666666666666666,0.16666666666666666,28.0,-8.0,2.6666666666666665,1.5,1.1666666666666667,0.3333333333333333,0.3333333333333333,0.16666666666666666,22.0,-11.0,26.666666666666668,8.333333333333334,8.166666666666666,9.0,2.6666666666666665,4.333333333333333,211.0,79.0,24.666666666666668,15.166666666666666,11.0,8.166666666666666,3.6666666666666665,4.333333333333333,285.0,85.0,79,76,74,77,79,76,76,76,1.4864950672232453,1,0.6666666666666667,0.0,6.0,0.8333333333333335,-0.16666666666666674,3.0,-1.1666666666666667,-0.3333333333333333,-74.0,2.0,-2.666666666666666,-6.0,0.8333333333333339,-1.6666666666666665,0,0,-2,1,3.1,3.25,2.54,2017-18,D
1077.7486063704898,965.95808665542,2.0,2.6666666666666665,1.5,47,1.5,1.3333333333333333,0.6666666666666666,22,2.5,1.6666666666666667,1.6666666666666667,0.5,1.6666666666666667,0.8333333333333334,40.0,28.0,3.6666666666666665,1.5,0.8333333333333334,1.0,-0.5,-0.8333333333333334,24.0,-12.0,28.833333333333332,21.0,16.666666666666668,10.5,8.833333333333334,5.666666666666667,351.0,137.0,27.666666666666668,15.0,12.166666666666666,9.666666666666666,5.166666666666667,4.833333333333333,266.0,90.0,84,86,82,83,76,75,75,76,111.79051971506988,25,0.5,2.0,16.0,-1.1666666666666665,0.8333333333333334,40.0,-0.5,2.5,85.0,1.1666666666666643,8.833333333333334,47.0,0.8333333333333339,4.000000000000001,8,11,7,7,1.28,6.5,11.0,2017-18,A
960.4537454761497,1012.7403247455006,0.5,1.8333333333333333,0.5,22,1.3333333333333333,2.1666666666666665,1.0,31,1.8333333333333333,1.6666666666666667,0.8333333333333334,0.5,1.0,-1.3333333333333333,24.0,-15.0,2.5,1.6666666666666667,1.5,1.1666666666666667,0.6666666666666666,0.16666666666666666,30.0,4.0,27.166666666666668,8.666666666666666,6.0,7.833333333333333,3.3333333333333335,2.1666666666666665,203.0,63.0,24.0,10.833333333333334,11.5,7.333333333333333,3.6666666666666665,4.0,230.0,77.0,77,80,79,79,79,79,76,78,-52.28657926935091,-9,-0.8333333333333333,0.8333333333333333,-6.0,-0.6666666666666667,0.16666666666666674,-19.0,-0.6666666666666667,0.8333333333333334,-27.0,3.166666666666668,-2.833333333333334,-14.0,0.5,-0.6666666666666665,-2,1,3,1,3.0,3.2,2.62,2017-18,H
1125.202512786395,945.2934258760288,2.1666666666666665,3.0,2.1666666666666665,56,1.0,1.0,0.5,19,4.0,3.0,2.1666666666666665,1.0,2.1666666666666665,1.1666666666666667,64.0,47.0,2.1666666666666665,0.6666666666666666,0.6666666666666666,0.8333333333333334,-0.5,-0.6666666666666666,17.0,-12.0,25.333333333333332,18.333333333333332,14.833333333333334,9.833333333333334,8.0,5.666666666666667,370.0,154.0,25.5,14.166666666666666,10.0,7.833333333333333,3.8333333333333335,3.1666666666666665,240.0,72.0,85,87,83,84,79,75,77,76,179.9090869103661,37,1.1666666666666665,2.5,47.0,1.8333333333333335,2.3333333333333335,59.0,0.16666666666666663,2.833333333333333,130.0,-0.16666666666666785,8.333333333333332,82.0,2.000000000000001,4.833333333333334,6,12,6,8,1.14,10.0,21.0,2017-18,H
954.990417714503,948.7981437471964,0.6666666666666666,1.0,0.5,20,0.8333333333333334,1.0,0.5,19,3.0,1.5,1.0,0.3333333333333333,-0.16666666666666666,-0.8333333333333334,22.0,-11.0,2.1666666666666665,0.6666666666666666,0.16666666666666666,0.16666666666666666,-1.1666666666666667,-1.3333333333333333,16.0,-15.0,25.166666666666668,11.166666666666666,10.333333333333334,8.166666666666666,4.166666666666667,3.5,250.0,76.0,29.333333333333332,11.166666666666666,8.0,8.833333333333334,3.3333333333333335,2.0,201.0,58.0,76,77,75,76,74,76,74,75,6.192273967306619,1,-0.16666666666666674,0.5,6.0,0.8333333333333335,1.3333333333333333,4.0,0.16666666666666666,1.1666666666666665,49.0,-4.166666666666664,3.166666666666666,18.0,-0.6666666666666679,2.166666666666667,2,1,1,1,1.75,3.5,6.0,2017-18,D
966.6814554633715,942.1991203345726,1.1666666666666667,1.6666666666666667,0.16666666666666666,23,0.6666666666666666,0.8333333333333334,0.0,23,3.1666666666666665,1.5,0.5,1.5,-0.16666666666666666,-2.3333333333333335,24.0,-22.0,2.8333333333333335,1.5,0.6666666666666666,0.8333333333333334,-0.8333333333333334,-1.3333333333333333,30.0,-14.0,26.666666666666668,11.333333333333334,9.0,11.666666666666666,3.6666666666666665,4.333333333333333,223.0,78.0,22.833333333333332,11.166666666666666,10.0,7.5,2.8333333333333335,2.5,262.0,68.0,75,76,76,76,78,77,75,77,24.482335128798923,0,0.5000000000000001,1.6666666666666667,-6.0,0.33333333333333304,0.8333333333333334,-8.0,0.6666666666666666,1.1666666666666665,-39.0,3.8333333333333357,1.333333333333334,10.0,4.166666666666666,1.1666666666666665,-3,-1,1,-1,2.25,3.5,3.39,2017-18,D
1050.7267433129985,1088.1344692244077,2.3333333333333335,2.3333333333333335,1.3333333333333333,42,2.0,1.8333333333333333,2.6666666666666665,50,3.3333333333333335,3.0,1.5,0.3333333333333333,2.1666666666666665,0.16666666666666666,45.0,23.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,0.0,0.6666666666666666,1.3333333333333333,45.0,30.0,27.166666666666668,22.666666666666668,13.333333333333334,9.0,8.166666666666666,4.166666666666667,403.0,133.0,28.0,15.0,13.833333333333334,7.833333333333333,4.833333333333333,4.666666666666667,331.0,113.0,85,83,82,83,85,83,81,83,-37.407725911409216,-8,0.3333333333333335,-0.33333333333333304,0.0,1.0,0.6666666666666665,-7.0,0.3333333333333333,0.8333333333333333,72.0,-0.8333333333333321,8.833333333333334,20.0,1.166666666666667,3.499999999999999,0,0,1,0,2.35,3.29,3.39,2017-18,H
1019.9840552023879,971.9474149293973,1.3333333333333333,1.8333333333333333,1.0,36,0.8333333333333334,1.8333333333333333,0.5,25,3.8333333333333335,2.8333333333333335,1.1666666666666667,0.8333333333333334,1.3333333333333333,-0.3333333333333333,41.0,10.0,2.3333333333333335,1.3333333333333333,0.8333333333333334,0.6666666666666666,0.5,-1.3333333333333333,26.0,-14.0,27.333333333333332,18.166666666666668,14.0,10.166666666666666,7.833333333333333,4.833333333333333,367.0,141.0,25.0,8.833333333333334,6.0,7.333333333333333,3.1666666666666665,2.1666666666666665,212.0,67.0,84,80,81,82,77,80,79,79,48.03664027299067,11,0.4999999999999999,1.3333333333333333,15.0,1.5,2.0,24.0,0.16666666666666674,2.6666666666666665,155.0,2.333333333333332,12.166666666666668,74.0,2.833333333333333,5.666666666666666,7,0,2,3,1.3,5.75,12.0,2017-18,H
979.0690519929834,965.9779612136415,2.0,1.3333333333333333,1.0,25,1.3333333333333333,1.6666666666666667,0.16666666666666666,24,3.5,1.5,1.3333333333333333,-0.16666666666666666,-0.5,-0.3333333333333333,27.0,-9.0,2.6666666666666665,1.1666666666666667,0.5,2.0,-0.16666666666666666,-2.3333333333333335,24.0,-22.0,29.833333333333332,15.0,12.5,10.333333333333334,5.166666666666667,4.833333333333333,277.0,95.0,25.333333333333332,11.333333333333334,9.0,11.5,3.1666666666666665,4.333333333333333,234.0,82.0,76,75,75,76,75,76,76,76,13.091090779341926,1,0.6666666666666667,1.1666666666666665,3.0,0.8333333333333335,1.0,13.0,-2.1666666666666665,1.8333333333333335,43.0,4.5,6.0,13.0,-1.166666666666666,0.8333333333333339,1,-1,-1,0,1.9,3.7,4.33,2017-18,H
948.9763528497082,991.5537382693981,0.8333333333333334,1.0,0.16666666666666666,20,1.6666666666666667,1.6666666666666667,1.3333333333333333,27,2.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,-1.1666666666666667,-1.5,17.0,-15.0,3.3333333333333335,1.0,2.0,-0.3333333333333333,0.3333333333333333,0.16666666666666666,29.0,-8.0,30.0,11.166666666666666,8.666666666666666,8.333333333333334,3.3333333333333335,2.0,210.0,60.0,24.333333333333332,8.666666666666666,8.166666666666666,8.833333333333334,3.0,4.333333333333333,219.0,82.0,74,76,74,75,79,76,74,77,-42.577385419689904,-7,-0.8333333333333334,-0.33333333333333326,-12.0,-0.8333333333333335,-1.3333333333333335,-7.0,0.5,-1.3333333333333335,-9.0,5.666666666666668,3.0,-22.0,-0.5,-0.9999999999999996,-5,0,0,-2,2.35,3.0,3.7,2017-18,H
987.7888485372108,1130.4423556544712,0.3333333333333333,1.0,1.0,28,2.1666666666666665,3.0,2.1666666666666665,59,2.0,0.5,0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.16666666666666666,15.0,-4.0,3.8333333333333335,3.0,2.1666666666666665,2.1666666666666665,2.3333333333333335,1.1666666666666667,67.0,50.0,24.166666666666668,9.5,9.5,6.666666666666667,2.8333333333333335,3.6666666666666665,213.0,66.0,24.0,20.0,14.833333333333334,9.5,8.833333333333334,5.666666666666667,389.0,164.0,76,77,78,77,85,87,83,84,-142.65350711726035,-31,-1.8333333333333333,-1.1666666666666665,-52.0,-1.8333333333333335,-1.6666666666666665,-54.0,-2.833333333333333,-1.8333333333333335,-176.0,0.16666666666666785,-5.333333333333334,-98.0,-2.833333333333333,-2.8333333333333335,-9,-10,-5,-7,13.0,6.0,1.28,2017-18,D
1001.2466552922531,958.8749503196127,1.1666666666666667,2.1666666666666665,0.8333333333333334,31,1.6666666666666667,1.6666666666666667,0.5,21,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,31.0,3.0,2.8333333333333335,1.0,0.6666666666666666,0.8333333333333334,-0.3333333333333333,-1.6666666666666667,17.0,-17.0,21.833333333333332,10.833333333333334,10.5,6.666666666666667,3.6666666666666665,3.5,238.0,78.0,22.0,9.166666666666666,8.166666666666666,8.0,2.5,2.5,189.0,50.0,79,79,76,78,76,75,74,75,42.37170497264037,10,-0.5,1.6666666666666665,14.0,-0.5,1.0,20.0,0.4999999999999999,2.3333333333333335,49.0,-0.16666666666666785,2.666666666666668,28.0,-1.333333333333333,1.1666666666666665,3,4,2,3,1.8,3.6,5.25,2017-18,D
1077.0619295669587,930.1904385214115,1.8333333333333333,1.8333333333333333,2.1666666666666665,50,0.3333333333333333,0.8333333333333334,0.6666666666666666,18,2.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,45.0,28.0,2.5,0.8333333333333334,0.8333333333333334,-0.16666666666666666,-1.0,-1.5,15.0,-29.0,27.666666666666668,15.0,12.333333333333334,7.833333333333333,4.833333333333333,4.0,337.0,116.0,19.333333333333332,10.0,8.166666666666666,8.5,3.3333333333333335,3.5,209.0,66.0,85,83,81,83,75,73,74,74,146.87149104554726,32,1.5,1.1666666666666665,30.0,-0.5,0.4999999999999999,57.0,0.5,2.1666666666666665,128.0,8.333333333333336,6.833333333333334,50.0,-0.666666666666667,1.333333333333333,10,10,7,9,1.16,8.5,19.0,2017-18,H
940.0535830079524,954.8122086119912,1.0,1.0,0.3333333333333333,19,0.6666666666666666,0.6666666666666666,0.5,21,2.0,0.6666666666666666,0.5,1.0,-0.5,-1.1666666666666667,17.0,-15.0,3.0,1.0,1.0,0.3333333333333333,-0.6666666666666666,-0.8333333333333334,23.0,-11.0,24.833333333333332,14.166666666666666,9.666666666666666,7.666666666666667,3.8333333333333335,3.0,243.0,73.0,26.0,11.333333333333334,10.333333333333334,7.5,3.8333333333333335,3.5,268.0,79.0,79,75,77,76,76,77,75,76,-14.758625604038798,-2,0.33333333333333337,0.5,-6.0,-1.0,-0.33333333333333337,-4.0,0.6666666666666667,0.33333333333333337,-25.0,-1.1666666666666679,3.833333333333332,-6.0,0.16666666666666696,0.3333333333333335,3,-2,2,0,2.54,3.2,3.1,2017-18,A
1082.5281052283292,1061.7992829704474,2.5,2.0,2.1666666666666665,49,2.3333333333333335,2.6666666666666665,1.3333333333333333,45,3.6666666666666665,2.1666666666666665,2.8333333333333335,0.6666666666666666,1.1666666666666667,1.8333333333333333,56.0,28.0,3.1666666666666665,3.1666666666666665,1.5,1.1666666666666667,2.5,0.16666666666666666,47.0,25.0,25.833333333333332,18.0,16.833333333333332,9.0,5.666666666666667,6.333333333333333,429.0,160.0,28.0,22.333333333333332,13.333333333333334,8.833333333333334,8.333333333333334,4.166666666666667,425.0,139.0,85,81,80,81,85,83,82,83,20.728822257881802,4,0.16666666666666652,0.6666666666666667,9.0,0.5,0.6666666666666665,3.0,-0.5000000000000001,1.0,4.0,-2.166666666666668,4.666666666666666,21.0,0.16666666666666607,1.5,0,-2,-2,-2,2.1,3.75,3.6,2017-18,D
942.9026145843027,1064.6376410329265,0.8333333333333334,0.8333333333333334,0.16666666666666666,24,1.8333333333333333,2.1666666666666665,1.5,47,2.6666666666666665,1.5,0.3333333333333333,0.6666666666666666,-0.8333333333333334,-1.1666666666666667,30.0,-14.0,3.0,1.5,1.6666666666666667,0.0,1.0,0.8333333333333334,40.0,25.0,22.166666666666668,11.166666666666666,10.166666666666666,7.833333333333333,2.8333333333333335,2.3333333333333335,274.0,70.0,29.166666666666668,21.5,16.666666666666668,10.833333333333334,8.333333333333334,5.666666666666667,372.0,142.0,78,77,75,77,84,86,82,83,-121.73502644862378,-23,-0.9999999999999999,-0.6666666666666666,-10.0,-0.3333333333333335,-0.16666666666666674,-39.0,0.6666666666666666,-1.6666666666666667,-98.0,-7.0,-5.500000000000002,-72.0,-3.000000000000001,-2.8333333333333335,-6,-9,-7,-6,6.25,4.0,1.61,2017-18,H
963.3212774684855,990.1528122146165,0.6666666666666666,1.8333333333333333,0.3333333333333333,25,1.3333333333333333,1.8333333333333333,1.5,26,3.3333333333333335,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.5,-2.0,27.0,-18.0,2.6666666666666665,1.5,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,23.0,-11.0,25.333333333333332,8.833333333333334,6.5,7.833333333333333,3.1666666666666665,1.6666666666666667,223.0,69.0,24.166666666666668,15.166666666666666,10.833333333333334,8.0,3.6666666666666665,4.166666666666667,294.0,88.0,77,80,79,79,79,76,76,76,-26.831534746130956,-1,-0.6666666666666666,0.33333333333333326,4.0,0.666666666666667,0.0,-7.0,1.0,0.33333333333333337,-71.0,1.1666666666666643,-2.0,-19.0,-0.16666666666666696,-1.0000000000000004,-2,4,3,3,2.25,3.25,3.2,2017-18,H
1126.5526220843885,1000.0331100501857,1.8333333333333333,3.0,1.8333333333333333,60,1.3333333333333333,1.8333333333333333,0.8333333333333334,32,3.3333333333333335,3.0,2.0,1.6666666666666667,2.3333333333333335,0.8333333333333334,68.0,50.0,2.1666666666666665,1.5,1.3333333333333333,1.1666666666666667,0.5,0.0,32.0,3.0,24.166666666666668,20.0,16.166666666666668,9.0,8.833333333333334,6.166666666666667,409.0,171.0,20.833333333333332,11.833333333333334,10.5,6.666666666666667,3.8333333333333335,3.5,251.0,83.0,85,87,83,84,79,79,76,78,126.51951203420288,28,0.5,2.1666666666666665,36.0,1.166666666666667,1.6666666666666667,47.0,0.5,2.3333333333333335,158.0,3.3333333333333357,9.5,88.0,2.333333333333333,5.333333333333334,6,8,7,6,1.19,6.5,13.0,2017-18,H
