HomeElo,AwayElo,HT_RecentPoints,HT_HomeRecentPoints,HT_AwayRecentPoints,HT_TotalPoints,AT_RecentPoints,AT_HomeRecentPoints,AT_AwayRecentPoints,AT_TotalPoints,HT_RecentGoals,HT_HomeRecentGoals,HT_AwayRecentGoals,HT_RecentGD,HT_HomeRecentGD,HT_AwayRecentGD,HT_TotalGoals,HT_TotalGD,AT_RecentGoals,AT_HomeRecentGoals,AT_AwayRecentGoals,AT_RecentGD,AT_HomeRecentGD,AT_AwayRecentGD,AT_TotalGoals,AT_TotalGD,HT_RecentShots,HT_HomeRecentShots,HT_AwayRecentShots,HT_RecentSOT,HT_HomeRecentSOT,HT_AwayRecentSOT,HT_TotalShots,HT_TotalSOT,AT_RecentShots,AT_HomeRecentShots,AT_AwayRecentShots,AT_RecentSOT,AT_HomeRecentSOT,AT_AwayRecentSOT,AT_TotalShots,AT_TotalSOT,HomeAttackR,HomeMidfieldR,HomeDefenceR,HomeOverallR,AwayAttackR,AwayMidfieldR,AwayDefenceR,AwayOverallR,EloDiff,PointsDiff,RecentPointsDiff,HomeAwayPointsDiff,GoalsDiff,RecentGoalsDiff,HomeAwayGoalsDiff,GDDiff,RecentGDDiff,HomeAwayGDDiff,ShotsDiff,RecentShotsDiff,HomeAwayShotsDiff,SOTDiff,RecentSOTDiff,HomeAwaySOTDiff,ARDiff,MRDiff,DRDiff,ORDiff,B365H,B365D,B365A,Season,FTR
987.5715733955761,935.4641197553602,0.5,0.8333333333333334,0.5,36,0.5,0.6666666666666666,0.5,22,2.3333333333333335,1.1666666666666667,0.5,0.0,-0.16666666666666666,-1.1666666666666667,38.0,1.0,2.0,0.5,0.8333333333333334,-0.6666666666666666,-1.1666666666666667,-0.6666666666666666,20.0,-21.0,30.833333333333332,15.333333333333334,7.833333333333333,10.166666666666666,4.833333333333333,2.3333333333333335,365.0,118.0,26.333333333333332,11.0,7.5,8.5,2.6666666666666665,3.0,272.0,85.0,75,74,72,75,76,73,72,74,52.10745364021591,14,0.0,0.33333333333333337,18.0,0.3333333333333335,0.33333333333333337,22.0,0.6666666666666666,0.5,93.0,4.5,7.833333333333334,33.0,1.666666666666666,1.833333333333333,-1,1,0,1,1.8,3.5,4.5,2014-15,H
948.6884775525662,1116.2309675638248,1.5,1.6666666666666667,0.8333333333333334,24,2.0,2.0,2.1666666666666665,61,1.6666666666666667,1.1666666666666667,0.6666666666666666,0.6666666666666666,0.5,-0.5,23.0,-9.0,1.8333333333333333,1.3333333333333333,2.3333333333333335,-0.16666666666666666,0.8333333333333334,1.1666666666666667,55.0,34.0,23.166666666666668,14.0,9.0,7.166666666666667,4.666666666666667,3.0,264.0,80.0,24.833333333333332,16.666666666666668,14.333333333333334,9.0,5.5,5.5,406.0,153.0,75,73,70,73,82,82,81,83,-167.54249001125868,-37,-0.5,-0.4999999999999998,-32.0,-0.16666666666666652,-1.1666666666666667,-43.0,0.8333333333333333,-0.6666666666666667,-142.0,-1.6666666666666643,-0.3333333333333339,-73.0,-1.833333333333333,-0.833333333333333,-7,-9,-11,-10,7.0,4.33,1.44,2014-15,A
1085.5681200767708,1071.6739728190826,2.6666666666666665,2.6666666666666665,2.6666666666666665,54,2.1666666666666665,2.5,1.1666666666666667,50,2.1666666666666665,2.5,1.1666666666666667,0.16666666666666666,1.5,1.1666666666666667,43.0,14.0,3.0,2.3333333333333335,1.0,1.6666666666666667,1.8333333333333333,0.16666666666666666,45.0,22.0,24.333333333333332,17.833333333333332,13.666666666666666,8.5,7.333333333333333,4.5,445.0,149.0,25.166666666666668,14.166666666666666,13.166666666666666,9.0,5.166666666666667,5.333333333333333,349.0,123.0,79,78,75,79,85,80,75,81,13.894147257688246,4,0.5,1.4999999999999998,-2.0,-0.8333333333333335,1.5,-8.0,-1.5,1.3333333333333333,96.0,-0.8333333333333357,4.666666666666666,26.0,-0.5,2.0,-6,-2,0,-2,2.05,3.4,3.6,2014-15,A
915.1309238855102,959.1681842948924,0.5,0.3333333333333333,0.5,22,0.8333333333333334,1.1666666666666667,0.5,27,2.6666666666666665,0.5,1.1666666666666667,-0.3333333333333333,-0.8333333333333334,-0.8333333333333334,30.0,-20.0,1.6666666666666667,1.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,-1.5,29.0,-7.0,28.833333333333332,15.333333333333334,14.166666666666666,9.666666666666666,4.166666666666667,4.0,386.0,106.0,26.166666666666668,13.5,10.166666666666666,7.333333333333333,3.6666666666666665,3.3333333333333335,325.0,110.0,74,74,71,75,78,78,78,78,-44.03726040938216,-5,-0.33333333333333337,-0.16666666666666669,1.0,0.9999999999999998,0.33333333333333337,-13.0,-1.0,0.6666666666666666,61.0,2.6666666666666643,5.166666666666668,-4.0,2.333333333333333,0.8333333333333335,-4,-4,-7,-3,3.3,3.4,2.15,2014-15,A
1073.142371525288,1075.1684274185397,2.5,3.0,2.0,51,2.5,2.1666666666666665,2.6666666666666665,54,2.8333333333333335,2.8333333333333335,1.5,0.8333333333333334,2.5,0.3333333333333333,50.0,22.0,2.6666666666666665,2.0,1.1666666666666667,0.0,0.8333333333333334,1.1666666666666667,44.0,13.0,28.833333333333332,15.833333333333334,13.333333333333334,9.5,6.5,5.333333333333333,427.0,157.0,22.666666666666668,15.5,13.666666666666666,8.166666666666666,5.666666666666667,4.5,452.0,150.0,80,80,77,80,79,78,75,79,-2.0260558932518506,-3,0.0,0.3333333333333335,6.0,0.16666666666666696,1.6666666666666667,9.0,0.8333333333333334,1.3333333333333333,-25.0,6.166666666666664,2.166666666666668,7.0,1.333333333333334,2.0,1,2,2,1,1.83,3.75,4.2,2014-15,H
1121.7507214912005,1000.5168131529609,2.3333333333333335,2.0,2.1666666666666665,64,1.5,1.6666666666666667,1.6666666666666667,38,2.3333333333333335,1.3333333333333333,2.5,-0.3333333333333333,0.8333333333333334,1.0,58.0,35.0,2.5,1.5,0.8333333333333334,-0.16666666666666666,0.16666666666666666,-0.16666666666666666,32.0,-3.0,27.166666666666668,16.666666666666668,13.166666666666666,9.666666666666666,5.5,5.0,414.0,156.0,22.666666666666668,14.666666666666666,9.833333333333334,7.5,3.1666666666666665,3.0,355.0,90.0,82,82,81,83,76,75,74,76,121.23390833823953,26,0.8333333333333335,0.33333333333333326,26.0,-0.16666666666666652,0.4999999999999999,38.0,-0.16666666666666666,1.0,59.0,4.5,6.833333333333334,66.0,2.166666666666666,2.5,6,7,7,7,1.29,5.5,11.0,2014-15,H
967.9074343241089,1036.9143817807937,0.8333333333333334,1.1666666666666667,1.0,30,1.3333333333333333,1.6666666666666667,1.6666666666666667,47,2.0,1.0,0.5,0.6666666666666666,0.16666666666666666,-0.8333333333333334,31.0,-6.0,1.3333333333333333,0.8333333333333334,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,36.0,16.0,25.333333333333332,13.5,9.333333333333334,7.166666666666667,3.6666666666666665,3.1666666666666665,333.0,113.0,27.333333333333332,17.5,12.833333333333334,7.666666666666667,5.0,3.8333333333333335,394.0,124.0,78,78,78,78,77,75,76,76,-69.00694745668488,-17,-0.4999999999999999,-0.5,-5.0,0.6666666666666667,0.0,-22.0,0.3333333333333333,-0.16666666666666666,-61.0,-2.0,0.6666666666666661,-11.0,-0.5,-0.16666666666666696,1,3,2,2,2.63,3.2,2.8,2014-15,H
906.0076738911695,996.0829449550752,0.3333333333333333,0.6666666666666666,0.3333333333333333,18,0.8333333333333334,1.3333333333333333,0.5,39,2.8333333333333335,0.3333333333333333,1.5,0.5,-0.5,-1.0,25.0,-20.0,2.1666666666666665,1.1666666666666667,0.5,0.16666666666666666,0.16666666666666666,-1.1666666666666667,39.0,2.0,28.833333333333332,13.5,11.0,8.833333333333334,3.5,3.1666666666666665,311.0,92.0,29.333333333333332,15.5,7.833333333333333,9.333333333333334,4.833333333333333,2.3333333333333335,380.0,122.0,71,72,68,72,75,74,72,75,-90.07527106390569,-21,-0.5,0.16666666666666663,-14.0,0.666666666666667,-0.16666666666666669,-22.0,0.33333333333333337,0.6666666666666667,-69.0,-0.5,5.666666666666667,-30.0,-0.5,1.1666666666666665,-4,-2,-4,-3,2.38,3.3,3.1,2014-15,H
1082.0736654773136,931.3043051382269,2.1666666666666665,2.5,1.5,53,1.0,0.6666666666666666,0.5,24,2.8333333333333335,2.3333333333333335,1.1666666666666667,1.1666666666666667,1.8333333333333333,0.3333333333333333,47.0,23.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-1.0,18.0,-20.0,24.666666666666668,14.166666666666666,11.5,8.833333333333334,5.166666666666667,4.5,355.0,127.0,20.166666666666668,11.333333333333334,10.666666666666666,8.333333333333334,3.5,3.3333333333333335,286.0,88.0,85,80,75,81,72,74,74,75,150.7693603390867,29,1.1666666666666665,2.0,29.0,0.16666666666666696,1.666666666666667,43.0,1.8333333333333335,2.833333333333333,69.0,4.5,3.5,39.0,0.5,1.8333333333333335,13,6,1,6,1.3,5.5,10.0,2014-15,H
1001.8198238903822,943.1687236251905,1.5,1.3333333333333333,1.6666666666666667,39,1.3333333333333333,1.6666666666666667,0.8333333333333334,24,2.1666666666666665,0.8333333333333334,1.0,0.16666666666666666,-0.6666666666666666,0.0,30.0,-5.0,2.1666666666666665,1.5,0.6666666666666666,0.5,0.5,-0.5,25.0,-10.0,24.666666666666668,12.333333333333334,11.333333333333334,8.833333333333334,3.5,3.8333333333333335,323.0,101.0,23.5,15.333333333333334,9.0,7.666666666666667,5.5,3.0,283.0,88.0,77,74,74,75,75,73,70,73,58.651100265191644,15,0.16666666666666674,0.4999999999999999,5.0,0.0,0.16666666666666674,5.0,-0.33333333333333337,-0.16666666666666663,40.0,1.1666666666666679,3.333333333333334,13.0,1.166666666666667,0.5,2,1,4,2,1.91,3.5,4.2,2014-15,H
974.3075876440065,906.3916738562938,1.6666666666666667,2.0,0.6666666666666666,32,0.5,0.16666666666666666,0.5,22,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,0.0,-0.6666666666666666,25.0,-10.0,3.0,0.6666666666666666,1.1666666666666667,-0.3333333333333333,-1.0,-0.8333333333333334,31.0,-21.0,24.333333333333332,12.0,7.0,7.833333333333333,4.166666666666667,1.6666666666666667,307.0,88.0,27.833333333333332,15.833333333333334,14.166666666666666,9.0,3.8333333333333335,4.0,400.0,107.0,74,74,71,74,74,74,71,75,67.91591378771273,10,1.1666666666666667,1.5,-6.0,-1.3333333333333333,-0.16666666666666674,11.0,1.6666666666666665,0.8333333333333334,-93.0,-3.5,-2.166666666666666,-19.0,-1.166666666666667,0.16666666666666696,0,0,0,-1,1.8,3.5,4.5,2014-15,A
936.0607745502492,1059.6342663019416,0.6666666666666666,1.1666666666666667,0.3333333333333333,23,1.6666666666666667,2.6666666666666665,1.5,53,2.0,1.1666666666666667,0.6666666666666666,1.0,-0.16666666666666666,-1.3333333333333333,22.0,-23.0,4.5,3.0,1.6666666666666667,0.8333333333333334,1.0,0.0,49.0,6.0,27.333333333333332,12.666666666666666,12.0,8.666666666666666,4.333333333333333,3.1666666666666665,324.0,95.0,28.166666666666668,19.333333333333332,10.5,10.333333333333334,7.166666666666667,4.0,404.0,141.0,71,70,71,70,78,77,77,78,-123.57349175169236,-30,-1.0,-0.33333333333333326,-27.0,-2.5,-0.5,-29.0,0.16666666666666663,-0.16666666666666666,-80.0,-0.8333333333333357,2.166666666666666,-46.0,-1.6666666666666679,0.33333333333333304,-7,-7,-6,-8,3.5,3.4,2.1,2014-15,D
992.6989978841458,1068.096664897252,2.0,1.1666666666666667,2.1666666666666665,34,1.6666666666666667,1.8333333333333333,1.3333333333333333,55,2.6666666666666665,1.3333333333333333,1.5,-0.3333333333333333,-0.16666666666666666,0.6666666666666666,31.0,-4.0,2.6666666666666665,1.8333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.5,55.0,27.0,31.333333333333332,15.333333333333334,10.666666666666666,7.5,4.0,2.8333333333333335,321.0,94.0,30.0,24.0,13.333333333333334,10.5,8.666666666666666,4.333333333333333,503.0,168.0,73,73,73,73,83,82,81,82,-75.39766701310612,-21,0.33333333333333326,-0.16666666666666652,-24.0,0.0,-0.3333333333333335,-31.0,-1.0,-0.6666666666666666,-182.0,1.3333333333333321,2.0,-74.0,-3.0,-0.33333333333333304,-10,-9,-8,-9,5.0,4.0,1.67,2014-15,H
925.3904685351479,918.3219274091214,1.0,0.6666666666666666,0.5,24,0.5,0.16666666666666666,1.0,25,2.8333333333333335,0.6666666666666666,0.8333333333333334,-0.16666666666666666,-0.6666666666666666,-1.1666666666666667,19.0,-22.0,3.5,0.6666666666666666,1.6666666666666667,-0.5,-1.0,-0.16666666666666666,35.0,-18.0,20.666666666666668,11.333333333333334,10.166666666666666,8.833333333333334,3.5,3.3333333333333335,290.0,90.0,27.5,15.833333333333334,13.5,9.666666666666666,3.8333333333333335,4.833333333333333,412.0,114.0,72,74,74,75,74,74,71,75,7.068541126026503,-1,0.5,-0.33333333333333337,-16.0,-0.6666666666666665,-1.0,-4.0,0.33333333333333337,-0.5,-122.0,-6.833333333333332,-2.166666666666666,-24.0,-0.8333333333333321,-1.333333333333333,-2,0,3,0,2.15,3.4,3.8,2014-15,D
939.4747456008753,1083.2006854405008,0.8333333333333334,1.3333333333333333,0.3333333333333333,24,3.0,3.0,2.0,54,1.3333333333333333,1.1666666666666667,0.6666666666666666,0.6666666666666666,0.0,-1.3333333333333333,22.0,-23.0,3.1666666666666665,3.1666666666666665,1.5,1.1666666666666667,2.8333333333333335,0.3333333333333333,54.0,25.0,27.833333333333332,12.5,12.0,8.0,5.0,3.1666666666666665,339.0,99.0,28.666666666666668,16.0,13.333333333333334,9.666666666666666,7.333333333333333,5.333333333333333,443.0,167.0,71,70,71,70,80,80,77,80,-143.72593983962554,-30,-2.1666666666666665,-0.6666666666666667,-32.0,-1.8333333333333333,-0.33333333333333326,-48.0,-0.5000000000000001,-0.3333333333333333,-104.0,-0.8333333333333357,-0.8333333333333339,-68.0,-1.666666666666666,-0.33333333333333304,-9,-10,-6,-10,6.5,4.33,1.57,2014-15,A
1024.9539141862538,934.840983125743,1.1666666666666667,1.6666666666666667,1.6666666666666667,47,0.8333333333333334,1.6666666666666667,0.3333333333333333,24,1.5,0.8333333333333334,1.0,0.5,0.3333333333333333,0.3333333333333333,36.0,15.0,2.5,1.5,0.3333333333333333,0.5,0.5,-1.1666666666666667,26.0,-12.0,26.833333333333332,17.5,12.166666666666666,6.833333333333333,5.0,3.5,405.0,126.0,23.166666666666668,15.333333333333334,8.5,7.166666666666667,5.5,2.3333333333333335,293.0,89.0,77,75,76,76,75,73,70,73,90.11293106051073,23,0.33333333333333337,1.3333333333333335,10.0,-1.0,0.5,27.0,0.0,1.5,112.0,3.6666666666666643,9.0,37.0,-0.3333333333333339,2.6666666666666665,2,2,6,3,1.53,4.2,7.5,2014-15,H
926.9527481958612,1004.8356802570107,0.3333333333333333,0.6666666666666666,0.3333333333333333,22,2.0,1.5,2.1666666666666665,37,1.8333333333333333,0.5,0.8333333333333334,-0.5,-1.1666666666666667,-0.8333333333333334,20.0,-22.0,3.0,1.5,1.5,0.0,0.0,0.6666666666666666,33.0,-3.0,26.666666666666668,11.0,6.166666666666667,8.333333333333334,2.6666666666666665,3.0,279.0,88.0,30.333333333333332,14.5,10.666666666666666,7.5,4.0,2.8333333333333335,326.0,97.0,76,73,72,74,73,73,73,73,-77.88293206114952,-15,-1.6666666666666667,-1.5,-13.0,-1.1666666666666667,-1.0,-19.0,-0.5,-1.8333333333333335,-47.0,-3.6666666666666643,0.3333333333333339,-9.0,0.8333333333333339,-0.16666666666666696,3,0,-1,1,2.9,3.2,2.7,2014-15,A
1010.1475643898297,979.867901918649,2.0,1.3333333333333333,1.6666666666666667,42,1.1666666666666667,1.1666666666666667,1.0,33,2.5,1.1666666666666667,1.0,0.16666666666666666,-0.5,0.0,33.0,-3.0,2.1666666666666665,0.6666666666666666,0.5,0.8333333333333334,0.0,-0.8333333333333334,32.0,-5.0,24.333333333333332,12.666666666666666,11.333333333333334,8.5,3.8333333333333335,3.8333333333333335,332.0,105.0,25.166666666666668,13.166666666666666,9.333333333333334,6.5,3.0,3.1666666666666665,344.0,114.0,77,74,74,75,78,78,78,78,30.2796624711807,9,0.8333333333333333,0.33333333333333326,1.0,0.3333333333333335,0.6666666666666667,2.0,-0.6666666666666667,0.33333333333333337,-12.0,-0.8333333333333357,3.333333333333332,-9.0,2.0,0.666666666666667,-1,-4,-4,-3,2.5,3.3,3.1,2014-15,D
1056.2202952513155,925.1870476328575,1.8333333333333333,2.6666666666666665,1.1666666666666667,54,1.1666666666666667,0.6666666666666666,0.5,25,3.6666666666666665,3.0,1.3333333333333333,0.6666666666666666,1.0,-0.16666666666666666,49.0,6.0,3.5,1.1666666666666667,0.8333333333333334,-0.5,-0.6666666666666666,-1.1666666666666667,22.0,-22.0,27.666666666666668,19.333333333333332,11.166666666666666,9.333333333333334,7.166666666666667,3.8333333333333335,416.0,143.0,22.5,12.5,10.166666666666666,9.5,4.166666666666667,3.3333333333333335,311.0,97.0,78,77,77,78,72,74,74,75,131.03324761845806,29,0.6666666666666665,2.1666666666666665,27.0,0.16666666666666652,2.1666666666666665,28.0,1.1666666666666665,2.166666666666667,105.0,5.166666666666668,9.166666666666666,46.0,-0.16666666666666607,3.8333333333333335,6,3,3,3,1.62,4.2,6.0,2014-15,A
962.3773340911789,918.5436827778044,1.1666666666666667,2.0,0.6666666666666666,32,0.8333333333333334,1.1666666666666667,0.3333333333333333,21,2.1666666666666665,1.0,0.6666666666666666,0.5,-0.16666666666666666,-0.6666666666666666,26.0,-13.0,3.1666666666666665,0.6666666666666666,1.5,0.8333333333333334,-0.16666666666666666,-1.0,27.0,-19.0,26.333333333333332,12.5,7.0,8.833333333333334,4.166666666666667,1.6666666666666667,328.0,94.0,29.0,15.666666666666666,11.0,10.0,4.5,3.1666666666666665,331.0,99.0,74,74,71,74,71,72,68,72,43.8336513133745,11,0.33333333333333337,1.6666666666666667,-1.0,-1.0,-0.5,6.0,-0.33333333333333337,0.8333333333333334,-3.0,-2.666666666666668,1.5,-5.0,-1.166666666666666,1.0000000000000004,3,2,3,2,2.3,3.4,3.4,2014-15,A
983.5469360684402,993.871157855059,0.6666666666666666,1.3333333333333333,0.5,39,1.5,1.6666666666666667,1.5,38,2.6666666666666665,1.1666666666666667,0.6666666666666666,0.3333333333333333,0.16666666666666666,-1.0,40.0,1.0,2.1666666666666665,1.5,0.8333333333333334,0.5,0.16666666666666666,-0.3333333333333333,33.0,-4.0,30.833333333333332,15.5,9.166666666666666,10.333333333333334,4.833333333333333,3.5,394.0,129.0,21.833333333333332,14.666666666666666,9.833333333333334,7.333333333333333,3.1666666666666665,2.8333333333333335,362.0,92.0,75,74,72,75,76,75,74,76,-10.32422178661875,1,-0.8333333333333334,-0.16666666666666674,7.0,0.5,0.33333333333333337,5.0,-0.16666666666666669,0.5,32.0,9.0,5.666666666666666,37.0,3.000000000000001,1.9999999999999996,-1,-1,-2,-1,2.3,3.4,3.4,2014-15,D
1087.9875020803927,1055.959982524387,2.5,2.5,1.5,56,1.5,1.8333333333333333,0.8333333333333334,55,3.1666666666666665,2.3333333333333335,1.1666666666666667,1.5,1.6666666666666667,0.3333333333333333,50.0,25.0,2.8333333333333335,1.8333333333333333,1.3333333333333333,0.8333333333333334,0.6666666666666666,0.0,56.0,26.0,23.333333333333332,15.5,11.5,8.333333333333334,5.333333333333333,4.5,374.0,134.0,30.333333333333332,24.0,15.5,10.333333333333334,8.666666666666666,4.166666666666667,525.0,172.0,85,80,75,81,83,82,81,82,32.0275195560057,1,1.0,1.6666666666666665,-6.0,0.33333333333333304,1.0000000000000002,-1.0,0.6666666666666666,1.6666666666666667,-151.0,-7.0,0.0,-38.0,-2.0,1.166666666666666,2,-2,-6,-1,2.63,3.4,2.88,2014-15,H
918.5253483114118,1128.3963767891023,0.6666666666666666,0.16666666666666666,1.1666666666666667,26,2.3333333333333335,2.0,2.1666666666666665,67,4.0,0.6666666666666666,2.0,-0.6666666666666666,-1.0,0.0,38.0,-18.0,2.3333333333333335,1.3333333333333333,2.5,0.0,0.6666666666666666,1.0,60.0,36.0,28.833333333333332,15.833333333333334,12.5,10.166666666666666,3.8333333333333335,4.5,423.0,119.0,28.166666666666668,17.833333333333332,13.166666666666666,10.666666666666666,6.666666666666667,5.0,433.0,166.0,74,74,71,75,82,82,81,83,-209.87102847769052,-41,-1.666666666666667,-1.9999999999999998,-22.0,1.6666666666666665,-1.8333333333333335,-54.0,-0.6666666666666666,-2.0,-10.0,0.6666666666666643,2.666666666666668,-47.0,-0.5,-1.1666666666666665,-8,-8,-10,-8,9.0,5.0,1.4,2014-15,A
1132.997072658514,1097.0682782354017,2.3333333333333335,2.0,2.5,70,2.5,3.0,1.5,59,2.3333333333333335,1.3333333333333333,2.5,-0.3333333333333333,0.6666666666666666,1.1666666666666667,61.0,37.0,3.5,3.0,1.1666666666666667,1.5,2.1666666666666665,0.3333333333333333,54.0,27.0,27.5,17.833333333333332,13.5,9.666666666666666,6.666666666666667,5.0,442.0,167.0,22.833333333333332,15.666666666666666,11.5,8.333333333333334,6.5,4.5,385.0,141.0,82,82,81,83,85,80,75,81,35.92879442311232,11,-0.16666666666666652,0.5,7.0,-1.1666666666666665,0.16666666666666652,10.0,-1.8333333333333333,0.3333333333333333,57.0,4.666666666666668,6.333333333333332,26.0,1.3333333333333321,2.166666666666667,-3,2,6,2,2.0,3.4,4.33,2014-15,H
1012.6308372610637,951.1223517371762,2.5,1.5,2.5,40,1.0,1.5,0.6666666666666666,32,3.3333333333333335,1.5,2.1666666666666665,-0.3333333333333333,0.0,1.1666666666666667,37.0,0.0,3.0,1.1666666666666667,0.6666666666666666,0.3333333333333333,-0.5,-0.6666666666666666,28.0,-14.0,29.0,14.5,12.0,7.666666666666667,4.0,3.6666666666666665,340.0,102.0,26.666666666666668,12.333333333333334,7.0,9.833333333333334,4.5,1.6666666666666667,336.0,99.0,73,73,73,73,74,74,71,74,61.50848552388743,8,1.5,0.8333333333333334,9.0,0.3333333333333335,0.8333333333333334,14.0,-0.6666666666666666,0.6666666666666666,4.0,2.333333333333332,7.5,3.0,-2.166666666666667,2.333333333333333,-1,-1,2,-1,1.95,3.5,4.5,2014-15,A
980.7372208193175,933.3906445675477,1.3333333333333333,1.1666666666666667,1.1666666666666667,34,0.6666666666666666,0.8333333333333334,0.3333333333333333,24,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,-0.5,33.0,-5.0,1.1666666666666667,0.8333333333333334,0.6666666666666666,0.5,-0.3333333333333333,-1.3333333333333333,22.0,-24.0,24.333333333333332,13.166666666666666,9.833333333333334,6.5,3.0,4.0,356.0,122.0,28.0,10.833333333333334,12.0,7.833333333333333,4.5,3.1666666666666665,347.0,103.0,78,78,78,78,71,70,71,70,47.34657625176976,10,0.6666666666666666,0.8333333333333335,11.0,1.1666666666666667,0.0,19.0,0.16666666666666663,1.3333333333333333,9.0,-3.666666666666668,1.166666666666666,19.0,-1.333333333333333,-0.16666666666666652,7,8,7,8,1.73,3.8,5.5,2014-15,H
929.7986651318071,1009.2782454891611,1.3333333333333333,1.1666666666666667,0.6666666666666666,24,1.6666666666666667,1.3333333333333333,1.6666666666666667,43,3.5,0.6666666666666666,1.6666666666666667,0.5,-0.16666666666666666,-0.8333333333333334,30.0,-18.0,2.3333333333333335,1.1666666666666667,1.0,0.0,-0.5,0.0,34.0,-3.0,27.666666666666668,15.666666666666666,10.333333333333334,9.666666666666666,4.5,3.3333333333333335,343.0,103.0,23.333333333333332,11.333333333333334,11.333333333333334,8.833333333333334,3.8333333333333335,3.8333333333333335,343.0,108.0,71,72,68,72,77,74,74,75,-79.47958035735405,-19,-0.3333333333333335,-0.5,-4.0,1.1666666666666665,-0.33333333333333337,-15.0,0.5,-0.16666666666666666,0.0,4.333333333333336,4.333333333333332,-5.0,0.8333333333333321,0.6666666666666665,-6,-2,-6,-3,2.15,3.4,3.75,2014-15,H
993.5740902980908,1032.4168910976637,1.1666666666666667,1.6666666666666667,1.1666666666666667,39,1.6666666666666667,1.6666666666666667,1.6666666666666667,50,2.0,1.5,0.8333333333333334,0.6666666666666666,0.16666666666666666,-0.5,34.0,-4.0,1.5,0.8333333333333334,1.0,1.1666666666666667,0.3333333333333333,0.3333333333333333,38.0,17.0,24.333333333333332,14.666666666666666,10.833333333333334,6.833333333333333,3.1666666666666665,2.8333333333333335,380.0,94.0,27.666666666666668,16.833333333333332,12.166666666666666,6.666666666666667,4.666666666666667,3.5,414.0,130.0,76,75,74,76,77,75,76,76,-38.84280079957284,-11,-0.5,0.0,-4.0,0.5,0.5,-21.0,-0.5000000000000001,-0.16666666666666666,-34.0,-3.3333333333333357,2.5,-36.0,0.16666666666666607,-0.3333333333333335,-1,0,-2,0,3.5,3.25,2.3,2014-15,H
1046.879206369378,983.8440036254084,1.0,1.8333333333333333,0.6666666666666666,55,0.6666666666666666,1.3333333333333333,0.5,40,3.0,1.8333333333333333,1.5,1.6666666666666667,0.6666666666666666,-0.3333333333333333,58.0,24.0,2.3333333333333335,1.1666666666666667,0.6666666666666666,0.3333333333333333,0.16666666666666666,-1.0,41.0,1.0,28.666666666666668,24.0,14.166666666666666,9.833333333333334,8.666666666666666,4.333333333333333,535.0,175.0,29.166666666666668,16.0,9.166666666666666,9.0,4.833333333333333,3.5,405.0,132.0,83,82,81,82,75,74,72,75,63.035202743969535,15,0.33333333333333337,1.3333333333333333,17.0,0.6666666666666665,1.1666666666666665,23.0,1.3333333333333335,1.6666666666666665,130.0,-0.5,14.833333333333334,43.0,0.8333333333333339,5.166666666666666,8,8,9,7,1.25,6.5,11.0,2014-15,H
924.7450150624311,942.0471847607203,0.6666666666666666,0.8333333333333334,0.16666666666666666,24,1.6666666666666667,1.6666666666666667,0.6666666666666666,27,1.1666666666666667,0.8333333333333334,0.3333333333333333,0.8333333333333334,-0.3333333333333333,-1.5,22.0,-25.0,3.1666666666666665,0.8333333333333334,1.6666666666666667,0.8333333333333334,0.3333333333333333,-0.8333333333333334,32.0,-16.0,29.666666666666668,10.833333333333334,11.666666666666666,8.0,4.5,2.8333333333333335,357.0,104.0,26.833333333333332,15.0,10.333333333333334,10.5,4.5,3.3333333333333335,361.0,109.0,71,70,71,70,71,72,68,72,-17.302169698289163,-3,-1.0,0.16666666666666674,-10.0,-1.9999999999999998,-0.8333333333333334,-9.0,0.0,0.5,-4.0,2.8333333333333357,0.5,-5.0,-2.5,1.1666666666666665,0,-2,3,-2,2.63,3.3,2.9,2014-15,A
1000.8787470553021,927.3780062143331,2.0,1.5,2.5,40,0.3333333333333333,1.6666666666666667,0.3333333333333333,24,3.0,1.3333333333333333,2.1666666666666665,-0.3333333333333333,0.0,1.1666666666666667,37.0,-2.0,2.3333333333333335,1.5,0.3333333333333333,0.6666666666666666,0.5,-1.3333333333333333,26.0,-14.0,27.833333333333332,15.833333333333334,12.0,7.333333333333333,4.0,3.6666666666666665,359.0,106.0,23.166666666666668,15.333333333333334,9.0,7.0,5.5,2.6666666666666665,308.0,93.0,73,73,73,73,75,73,70,73,73.500740840969,16,1.6666666666666667,1.1666666666666667,11.0,0.6666666666666665,1.0,12.0,-1.0,1.3333333333333333,51.0,4.666666666666664,6.833333333333334,13.0,0.33333333333333304,1.3333333333333335,-2,0,3,0,2.05,3.3,4.2,2014-15,A
