Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeStreak,AwayStreak,HC,AC,Season,HomeAttackR,HomeMidfieldR,HomeDefenceR,HomeOverallR,AwayAttackR,AwayMidfieldR,AwayDefenceR,AwayOverallR,HomeGD,AwayGD,HomeForm,AwayForm,HomeStreakWeighted,AwayStreakWeighted,HomeGoals,HomeSOT,HomeCorners,AwayGoals,AwaySOT,AwayCorners,HomeAttackR,HomeMidfieldR,HomeDefenceR,HomeOverallR,AwayAttackR,AwayMidfieldR,AwayDefenceR,AwayOverallR
2023-04-04,Chelsea,Liverpool,0,0,D,0.4666666666666667,0.4666666666666667,3,5,2022,83,79,83,83,84,82,84,84,0,10,0.8394728218401926,0.97064685563506,0.35555555555555557,0.5777777777777777,1.2,6.0,0.36,2.0,4.2,0.49333333333333335,83,79,83,83,84,82,84,84
2023-04-05,Man United,Brentford,1,0,H,0.5333333333333333,0.5333333333333333,12,3,2022,82,83,81,82,76,75,74,75,8,17,1.4478393603718276,1.313781328091491,0.6,0.6,1.4,5.0,0.6133333333333333,1.8,4.2,0.56,82,83,81,82,76,75,74,75
2023-04-08,Man United,Everton,2,0,H,0.6666666666666666,0.4,10,4,2022,82,83,81,82,78,77,76,77,9,-14,1.5792174931809766,0.924674084637167,0.7111111111111111,0.35555555555555557,1.2,6.2,0.5866666666666667,1.2,2.8,0.4533333333333333,82,83,81,82,78,77,76,77
2023-04-08,Fulham,West Ham,0,1,A,0.26666666666666666,0.4666666666666667,11,4,2022,77,76,74,76,79,80,78,79,1,-10,0.85052637179608,0.6003582676675423,0.4222222222222222,0.37777777777777777,1.0,3.2,0.5733333333333333,1.2,6.4,0.3733333333333333,77,76,74,76,79,80,78,79
2023-04-08,Leicester,Bournemouth,0,1,A,0.06666666666666667,0.4,6,6,2022,82,80,76,79,72,73,73,74,-9,-29,0.5495950592080093,0.5643737612537872,0.044444444444444446,0.3333333333333333,0.6,2.2,0.21333333333333332,1.2,3.4,0.36,82,80,76,79,72,73,73,74
2023-04-08,Tottenham,Brighton,2,1,H,0.5333333333333333,0.7333333333333333,3,7,2022,84,83,80,82,75,76,77,76,15,18,1.2483865772293674,1.1899715548969583,0.6,0.7333333333333333,1.8,4.0,0.6533333333333334,2.4,6.8,0.5333333333333333,84,83,80,82,75,76,77,76
2023-04-08,Wolves,Chelsea,1,0,H,0.3333333333333333,0.5333333333333333,8,8,2022,78,80,74,78,83,79,83,83,-18,0,0.6802222367090062,0.8525902252196793,0.3333333333333333,0.5333333333333333,1.0,3.4,0.4533333333333334,1.2,5.0,0.37333333333333335,78,80,74,78,83,79,83,83
2023-04-08,Southampton,Man City,1,4,A,0.3333333333333333,0.8666666666666667,0,10,2022,76,72,76,76,85,87,84,85,-19,41,0.6255215225773297,1.884104176379548,0.4666666666666667,0.8222222222222222,0.8,5.4,0.4133333333333333,2.6,6.4,0.64,76,72,76,76,85,87,84,85
2023-04-09,Leeds,Crystal Palace,1,5,A,0.4666666666666667,0.26666666666666666,2,4,2022,77,76,75,76,77,76,76,76,-10,-16,0.7142975364148783,0.6814645513065497,0.35555555555555557,0.17777777777777778,1.8,5.8,0.3466666666666666,0.6,5.0,0.2,77,76,75,76,77,76,76,76
2023-04-09,Liverpool,Arsenal,2,2,D,0.4666666666666667,1.0,5,4,2022,84,82,84,84,81,83,80,81,10,40,0.9575294522555733,2.270026706452586,0.6222222222222222,1.0,2.0,4.6,0.5333333333333333,3.6,7.8,0.68,84,82,84,84,81,83,80,81
2023-04-15,Chelsea,Brighton,1,2,A,0.5333333333333333,0.5333333333333333,2,8,2022,83,79,83,83,75,76,77,76,-1,17,0.7673312026977114,1.0709743994072625,0.7111111111111111,0.5777777777777777,1.2,5.8,0.4,1.8,6.8,0.5733333333333333,83,79,83,83,75,76,77,76
2023-04-15,Everton,Fulham,1,3,A,0.4,0.06666666666666667,4,8,2022,78,77,76,77,77,76,74,76,-16,0,0.8322066761734503,0.7654737346164721,0.4888888888888889,0.1111111111111111,1.2,3.4,0.4533333333333333,0.8,5.0,0.4933333333333333,78,77,76,77,77,76,74,76
2023-04-15,Southampton,Crystal Palace,0,2,A,0.13333333333333333,0.4,6,2,2022,76,72,76,76,77,76,76,76,-22,-12,0.5629693703195968,0.7528943049480376,0.17777777777777778,0.2,0.8,4.8,0.4,1.6,4.8,0.21333333333333332,76,72,76,76,77,76,76,76
2023-04-15,Tottenham,Bournemouth,2,3,A,0.5333333333333333,0.6,8,1,2022,84,83,80,82,72,73,73,74,16,-28,1.3673837327190632,0.6193332671745881,0.4444444444444444,0.5333333333333333,1.8,3.8,0.64,1.2,3.8,0.3866666666666666,84,83,80,82,72,73,73,74
2023-04-15,Wolves,Brentford,2,0,H,0.4666666666666667,0.3333333333333333,5,2,2022,78,80,74,78,76,75,74,75,-17,16,0.7654812592309741,1.182403195282342,0.37777777777777777,0.37777777777777777,1.0,4.4,0.4,1.2,4.4,0.5466666666666666,78,80,74,78,76,75,74,75
2023-04-15,Man City,Leicester,3,1,H,0.8666666666666667,0.06666666666666667,6,2,2022,85,87,84,85,82,80,76,79,44,-10,1.946656328637281,0.4946355532872084,0.7777777777777778,0.06666666666666667,2.8,7.8,0.6933333333333332,0.6,3.4,0.17333333333333334,85,87,84,85,82,80,76,79
2023-04-16,West Ham,Arsenal,2,2,D,0.6,0.8666666666666667,7,2,2022,79,80,78,79,81,83,80,81,-9,40,0.6854109048471503,2.1387769810328847,0.4666666666666667,0.9555555555555556,1.2,6.2,0.4133333333333333,3.2,7.6,0.7866666666666666,79,80,78,79,81,83,80,81
2023-04-16,Nott'm Forest,Man United,0,2,A,0.13333333333333333,0.6666666666666666,4,9,2022,75,76,77,77,82,83,81,82,-25,11,0.644737227532622,1.6716849016446933,0.13333333333333333,0.6,1.0,4.8,0.30666666666666664,1.2,7.6,0.6133333333333333,75,76,77,77,82,83,81,82
2023-04-17,Leeds,Liverpool,1,6,A,0.4666666666666667,0.3333333333333333,4,2,2022,77,76,75,76,84,82,84,84,-14,10,0.6428677827733904,1.0887791776752747,0.5111111111111111,0.4,2.0,4.8,0.3866666666666666,2.0,4.6,0.5599999999999999,77,76,75,76,84,82,84,84
2023-04-21,Arsenal,Southampton,3,3,D,0.7333333333333333,0.06666666666666667,7,2,2022,81,83,80,81,76,72,76,76,40,-24,1.9934403734143114,0.5066724332876371,0.8666666666666667,0.08888888888888889,3.0,4.6,0.8666666666666668,0.8,4.4,0.3466666666666667,81,83,80,81,76,72,76,76
2023-04-22,Fulham,Leeds,2,1,H,0.2,0.4,8,6,2022,77,76,74,76,77,76,75,76,2,-19,0.8486944022338171,0.5785810044960513,0.06666666666666667,0.5333333333333333,1.2,5.8,0.37333333333333335,1.8,4.8,0.42666666666666664,77,76,74,76,77,76,75,76
2023-04-22,Crystal Palace,Everton,0,0,D,0.6,0.3333333333333333,8,1,2022,77,76,76,76,78,77,76,77,-10,-18,0.8091912419799973,0.7489860085561053,0.4,0.4888888888888889,2.0,4.8,0.24,1.0,3.6,0.4533333333333334,77,76,76,76,78,77,76,77
2023-04-22,Leicester,Wolves,2,1,H,0.06666666666666667,0.6666666666666666,1,7,2022,82,80,76,79,78,80,74,78,-12,-15,0.44517199795848755,0.8837215787592083,0.08888888888888889,0.6,0.8,3.0,0.13333333333333336,1.4,5.0,0.4,82,80,76,79,78,80,74,78
2023-04-22,Liverpool,Nott'm Forest,3,2,H,0.3333333333333333,0.13333333333333333,9,3,2022,84,82,84,84,75,76,77,77,15,-27,1.1530659559526137,0.5802635047793597,0.17777777777777778,0.17777777777777778,1.8,4.2,0.5199999999999999,1.0,5.0,0.22666666666666666,84,82,84,84,75,76,77,77
2023-04-23,Bournemouth,West Ham,0,4,A,0.8,0.6666666666666666,8,5,2022,72,73,73,74,79,80,78,79,-27,-9,0.7560716404464944,0.8307475124657238,0.8,0.6888888888888889,1.4,3.8,0.4533333333333333,1.6,6.2,0.4666666666666667,72,73,73,74,79,80,78,79
2023-04-25,Wolves,Crystal Palace,2,0,H,0.4666666666666667,0.6666666666666666,6,11,2022,78,80,74,78,77,76,76,76,-16,-10,0.7953494208832874,0.803170718637608,0.4222222222222222,0.6222222222222222,1.4,5.6,0.43999999999999995,2.0,5.6,0.31999999999999995,78,80,74,78,77,76,76,76
2023-04-25,Leeds,Leicester,1,1,D,0.2,0.26666666666666666,3,6,2022,77,76,75,76,82,80,76,79,-20,-11,0.5207229040464462,0.5335441558344084,0.26666666666666666,0.17777777777777778,1.2,5.2,0.4533333333333334,1.0,2.8,0.09333333333333334,77,76,75,76,82,80,76,79
2023-04-26,Nott'm Forest,Brighton,3,1,H,0.06666666666666667,0.6666666666666666,2,7,2022,75,76,77,77,75,76,77,76,-28,18,0.5222371543014237,1.1477075196770337,0.08888888888888889,0.6888888888888889,1.0,5.0,0.18666666666666668,1.8,7.0,0.5733333333333333,75,76,77,77,75,76,77,76
2023-04-26,Chelsea,Brentford,0,2,A,0.3333333333333333,0.3333333333333333,5,2,2022,83,79,83,83,76,75,74,75,-2,14,0.6905980824279403,1.0641628757541077,0.4888888888888889,0.4888888888888889,1.2,5.2,0.4666666666666667,1.2,3.2,0.4933333333333333,83,79,83,83,76,75,74,75
2023-04-26,West Ham,Liverpool,1,2,A,0.6666666666666666,0.5333333333333333,3,6,2022,79,80,78,79,84,82,84,84,-5,16,0.9063546765103732,1.2110923064305497,0.5777777777777777,0.35555555555555557,1.6,4.8,0.5333333333333334,2.4,4.4,0.4533333333333333,79,80,78,79,84,82,84,84
2023-04-26,Man City,Arsenal,4,1,H,1.0,0.6,1,3,2022,85,87,84,85,81,83,80,81,46,40,1.996119883966002,1.844763579401644,1.0,0.7333333333333333,3.2,7.0,0.7466666666666666,3.0,4.4,0.8800000000000001,85,87,84,85,81,83,80,81
2023-04-27,Southampton,Bournemouth,0,1,A,0.13333333333333333,0.6,6,4,2022,76,72,76,76,72,73,73,74,-24,-31,0.6553492273003045,0.680464476401845,0.13333333333333333,0.6666666666666666,1.4,4.2,0.2666666666666667,1.2,4.8,0.5599999999999999,76,72,76,76,72,73,73,74
2023-04-27,Tottenham,Man United,2,2,D,0.5333333333333333,0.6666666666666666,6,8,2022,84,83,80,82,82,83,81,82,15,13,1.230645359447157,1.7361586243979554,0.6222222222222222,0.4888888888888889,2.2,3.8,0.5866666666666667,1.0,8.2,0.6399999999999999,84,83,80,82,82,83,81,82
2023-04-29,Crystal Palace,West Ham,4,3,H,0.6666666666666666,0.6666666666666666,8,5,2022,77,76,76,76,79,80,78,79,-12,-6,0.7228536467738472,0.8157192088593358,0.8444444444444444,0.8,1.8,7.0,0.4133333333333333,1.8,4.8,0.5733333333333334,77,76,76,76,79,80,78,79
2023-04-29,Brentford,Nott'm Forest,2,1,H,0.3333333333333333,0.26666666666666666,6,0,2022,76,75,74,75,75,76,77,77,16,-26,1.1332226839969017,0.6370079062691271,0.26666666666666666,0.17777777777777778,1.2,3.0,0.4533333333333333,1.4,3.4,0.13333333333333336,76,75,74,75,75,76,77,77
2023-04-29,Brighton,Wolves,6,0,H,0.4666666666666667,0.6666666666666666,2,5,2022,75,76,77,76,78,80,74,78,16,-14,1.0329367677093302,0.8756664927470482,0.5111111111111111,0.6444444444444445,1.8,8.2,0.5999999999999999,1.4,5.8,0.44000000000000006,75,76,77,76,78,80,74,78
2023-04-30,Bournemouth,Leeds,4,1,H,0.6,0.26666666666666666,2,6,2022,72,73,73,74,77,76,75,76,-30,-20,0.7459993991318755,0.5220050292252424,0.5333333333333333,0.35555555555555557,1.0,4.8,0.6,1.2,5.2,0.4000000000000001,72,73,73,74,77,76,75,76
2023-04-30,Fulham,Man City,1,2,A,0.4,1.0,2,5,2022,77,76,74,76,85,87,84,85,3,49,0.9065525026834222,2.180596241906166,0.2,1.0,1.2,6.8,0.30666666666666664,3.2,6.0,0.8133333333333332,77,76,74,76,85,87,84,85
2023-04-30,Liverpool,Tottenham,4,3,H,0.7333333333333333,0.4,5,2,2022,84,82,84,84,84,83,80,82,17,15,1.301727774081587,1.2811966859422368,0.6,0.4222222222222222,2.6,5.4,0.42666666666666664,2.0,4.6,0.5733333333333334,84,82,84,84,84,83,80,82
2023-05-01,Leicester,Everton,2,2,D,0.26666666666666666,0.2,2,9,2022,82,80,76,79,78,77,76,77,-11,-18,0.5322620306556122,0.7550065318984945,0.15555555555555556,0.2222222222222222,1.0,3.2,0.10666666666666666,0.8,2.8,0.42666666666666664,82,80,76,79,78,77,76,77
2023-05-02,Arsenal,Chelsea,3,1,H,0.4,0.13333333333333333,7,2,2022,81,83,80,81,83,79,83,83,37,-4,1.6602872214614794,0.6215382741851463,0.5333333333333333,0.2,2.4,4.0,0.8400000000000001,0.6,5.2,0.4666666666666667,81,83,80,81,83,79,83,83
2023-05-03,Liverpool,Fulham,1,0,H,0.8666666666666667,0.4,7,5,2022,84,82,84,84,77,76,74,76,18,2,1.4298474426758105,0.81589725241508,0.7777777777777778,0.3333333333333333,3.4,5.4,0.48,1.4,6.4,0.27999999999999997,84,82,84,84,77,76,74,76
2023-05-03,Man City,West Ham,3,0,H,1.0,0.4666666666666667,6,3,2022,85,87,84,85,79,80,78,79,50,-7,2.2712514921745086,0.7341472879734022,1.0,0.6222222222222222,3.4,5.8,0.8800000000000001,2.2,4.8,0.6133333333333334,85,87,84,85,79,80,78,79
2023-05-04,Brighton,Man United,1,0,H,0.6,0.7333333333333333,8,6,2022,75,76,77,76,82,83,81,82,22,13,1.120503416984035,1.6856072979028756,0.6,0.7333333333333333,2.4,5.8,0.5866666666666667,1.4,9.2,0.6399999999999999,75,76,77,76,82,83,81,82
2023-05-06,Bournemouth,Chelsea,1,3,A,0.8,0.06666666666666667,7,7,2022,72,73,73,74,83,79,83,83,-27,-6,0.7981999020543997,0.5593844467666317,0.8,0.1111111111111111,1.8,4.2,0.6,0.4,4.0,0.4,72,73,73,74,83,79,83,83
2023-05-06,Man City,Leeds,2,1,H,1.0,0.06666666666666667,10,1,2022,85,87,84,85,77,76,75,76,53,-23,2.344666220971849,0.46980452630271813,1.0,0.044444444444444446,3.2,5.6,0.9466666666666667,1.0,4.2,0.36000000000000004,85,87,84,85,77,76,75,76
2023-05-06,Tottenham,Crystal Palace,1,0,H,0.3333333333333333,0.6666666666666666,8,4,2022,84,83,80,82,77,76,76,76,14,-11,1.1530770173480132,0.8044255676597808,0.4222222222222222,0.7333333333333333,2.0,4.4,0.5333333333333333,2.2,6.6,0.5199999999999999,84,83,80,82,77,76,76,76
2023-05-06,Liverpool,Brentford,1,0,H,1.0,0.4666666666666667,7,3,2022,84,82,84,84,76,75,74,75,19,17,1.5114371679173186,1.1969234746238144,1.0,0.3111111111111111,3.2,5.8,0.56,1.4,2.6,0.4133333333333333,84,82,84,84,76,75,74,75
2023-05-07,West Ham,Man United,1,0,H,0.26666666666666666,0.6666666666666666,5,6,2022,79,80,78,79,82,83,81,82,-10,12,0.660732559176062,1.517046568112588,0.37777777777777777,0.8444444444444444,2.0,4.6,0.6133333333333333,1.4,9.0,0.6533333333333332,79,80,78,79,82,83,81,82
2023-05-08,Fulham,Leicester,5,3,H,0.4,0.3333333333333333,2,7,2022,77,76,74,76,82,80,76,79,1,-11,0.7343075271735721,0.5545364807799004,0.4666666666666667,0.26666666666666666,1.2,6.8,0.26666666666666666,1.2,3.4,0.14666666666666667,77,76,74,76,82,80,76,79
2023-05-08,Brighton,Everton,1,5,A,0.6,0.2,15,1,2022,75,76,77,76,78,77,76,77,23,-18,1.2890641467743227,0.7327320817742063,0.4666666666666667,0.17777777777777778,2.2,6.4,0.6,0.8,4.2,0.37333333333333335,75,76,77,76,78,77,76,77
2023-05-08,Nott'm Forest,Southampton,4,3,H,0.2,0.06666666666666667,2,11,2022,75,76,77,77,76,72,76,76,-27,-25,0.5733071156422144,0.5898143045702741,0.13333333333333333,0.044444444444444446,1.4,2.6,0.16,0.8,3.4,0.2,75,76,77,77,76,72,76,76
2023-05-13,Chelsea,Nott'm Forest,2,2,D,0.2,0.4,2,5,2022,83,79,83,83,75,76,77,77,-4,-26,0.6392044369720716,0.6322885460992418,0.06666666666666667,0.26666666666666666,1.0,4.8,0.32,2.0,2.2,0.15999999999999998,83,79,83,83,75,76,77,77
2023-05-13,Crystal Palace,Bournemouth,2,0,H,0.4666666666666667,0.6,11,2,2022,77,76,76,76,72,73,73,74,-12,-29,0.7239830108938027,0.7183799118489598,0.5555555555555556,0.6666666666666666,1.2,6.6,0.6,1.8,4.4,0.6799999999999999,77,76,76,76,72,73,73,74
2023-05-13,Man United,Wolves,2,0,H,0.4666666666666667,0.6,11,7,2022,82,83,81,82,78,80,74,78,11,-20,1.3653419113013292,0.7880998434723434,0.6666666666666666,0.7333333333333333,1.2,7.8,0.6799999999999999,1.2,6.2,0.52,82,83,81,82,78,80,74,78
2023-05-13,Southampton,Fulham,0,2,A,0.06666666666666667,0.6,1,8,2022,76,72,76,76,77,76,74,76,-26,3,0.5308328741132466,0.7897611752515621,0.06666666666666667,0.6666666666666666,1.4,5.0,0.14666666666666667,2.2,5.0,0.29333333333333333,76,72,76,76,77,76,74,76
2023-05-14,Brentford,West Ham,2,0,H,0.4,0.4,7,5,2022,76,75,74,75,79,80,78,79,16,-9,1.077231127161433,0.8124372159873208,0.3333333333333333,0.4,0.8,3.2,0.4,1.8,4.2,0.5466666666666666,76,75,74,75,79,80,78,79
2023-05-14,Everton,Man City,0,3,A,0.3333333333333333,1.0,8,6,2022,78,77,76,77,85,87,84,85,-14,54,0.8616384964516386,2.391646673602121,0.17777777777777778,1.0,1.6,3.8,0.30666666666666664,2.8,5.6,0.9733333333333334,78,77,76,77,85,87,84,85
2023-05-14,Arsenal,Brighton,0,3,A,0.4,0.6,5,2,2022,81,83,80,81,75,76,77,76,39,19,1.7224410488799942,1.1601577320968903,0.3333333333333333,0.6666666666666666,2.2,4.6,0.72,2.2,8.0,0.5733333333333333,81,83,80,81,75,76,77,76
2023-05-15,Leicester,Liverpool,0,3,A,0.3333333333333333,1.0,4,4,2022,82,80,76,79,84,82,84,84,-13,20,0.49908283270191034,1.6311295153797,0.37777777777777777,1.0,1.8,3.6,0.2,2.2,6.8,0.6933333333333334,82,80,76,79,84,82,84,84
2023-05-20,Tottenham,Brentford,1,3,A,0.4666666666666667,0.6,8,2,2022,84,83,80,82,76,75,74,75,15,18,1.2335195741139913,1.158474848760165,0.4666666666666667,0.5333333333333333,2.0,5.4,0.4666666666666666,1.2,4.0,0.3733333333333333,84,83,80,82,76,75,74,75
2023-05-20,Bournemouth,Man United,0,1,A,0.4,0.4666666666666667,3,6,2022,72,73,73,74,82,83,81,82,-31,13,0.6465419206640638,1.4441518956485635,0.4666666666666667,0.4888888888888889,1.2,4.6,0.68,1.2,8.0,0.6399999999999999,72,73,73,74,82,83,81,82
2023-05-20,Fulham,Crystal Palace,2,2,D,0.6,0.4666666666666667,7,4,2022,77,76,74,76,77,76,76,76,5,-10,0.8428444626628867,0.7958210020786987,0.5333333333333333,0.37777777777777777,2.0,5.0,0.39999999999999997,1.2,8.4,0.6133333333333333,77,76,74,76,77,76,76,76
2023-05-20,Wolves,Everton,1,1,D,0.4,0.3333333333333333,1,7,2022,78,80,74,78,78,77,76,77,-22,-17,0.7092898591251091,0.7754746468064747,0.5333333333333333,0.28888888888888886,1.0,6.0,0.5733333333333334,1.6,4.6,0.29333333333333333,78,80,74,78,78,77,76,77
2023-05-20,Nott'm Forest,Arsenal,1,0,H,0.4666666666666667,0.3333333333333333,3,6,2022,75,76,77,77,81,83,80,81,-26,36,0.6329801351865247,1.5501969439919947,0.4222222222222222,0.3333333333333333,2.4,2.4,0.21333333333333332,1.8,4.8,0.6,75,76,77,77,81,83,80,81
2023-05-21,West Ham,Leeds,3,1,H,0.2,0.06666666666666667,9,5,2022,79,80,78,79,77,76,75,76,-11,-24,0.7311934943885887,0.42282407367244634,0.13333333333333333,0.06666666666666667,1.0,4.2,0.4933333333333333,1.0,4.0,0.27999999999999997,79,80,78,79,77,76,75,76
2023-05-21,Brighton,Southampton,3,1,H,0.6,0.06666666666666667,4,3,2022,75,76,77,76,76,72,76,76,22,-28,1.3324018369848898,0.47774958670192197,0.5333333333333333,0.08888888888888889,2.4,6.8,0.5866666666666667,1.2,5.2,0.09333333333333334,75,76,77,76,76,72,76,76
2023-05-21,Man City,Chelsea,1,0,H,1.0,0.26666666666666666,5,2,2022,85,87,84,85,83,79,83,83,57,-4,2.477810523247285,0.6385128478847887,1.0,0.15555555555555556,2.8,5.6,1.0,1.4,3.6,0.2533333333333333,85,87,84,85,83,79,83,83
2023-05-24,Brighton,Man City,1,1,D,0.8,1.0,5,1,2022,75,76,77,76,85,87,84,85,24,58,1.380176795655082,2.5416618080357636,0.8,1.0,2.8,6.2,0.5733333333333334,2.2,6.4,1.0,75,76,77,76,85,87,84,85
2023-05-25,Man United,Chelsea,4,1,H,0.4666666666666667,0.26666666666666666,3,4,2022,82,83,81,82,83,79,83,83,14,-5,1.5088060877149698,0.5746615630963098,0.3111111111111111,0.24444444444444444,1.0,7.4,0.6,1.2,3.6,0.2,82,83,81,82,83,79,83,83
2023-05-28,Arsenal,Wolves,5,0,H,0.26666666666666666,0.26666666666666666,8,4,2022,81,83,80,81,78,80,74,78,35,-22,1.3951772495927952,0.7159083378932457,0.3111111111111111,0.28888888888888886,1.4,5.6,0.49333333333333335,0.8,5.2,0.5599999999999999,81,83,80,81,78,80,74,78
2023-05-28,Brentford,Man City,1,0,H,0.8,0.8666666666666667,3,4,2022,76,75,74,75,85,87,84,85,20,58,1.281826806171564,2.4255133067976953,0.8,0.9555555555555556,1.8,4.0,0.42666666666666664,2.0,5.6,1.0,76,75,74,75,85,87,84,85
2023-05-28,Crystal Palace,Nott'm Forest,1,1,D,0.4666666666666667,0.6666666666666666,5,4,2022,77,76,76,76,75,76,77,77,-10,-25,0.8005233481371175,0.7879998295857242,0.4222222222222222,0.6444444444444445,1.6,7.6,0.5866666666666667,2.2,2.4,0.27999999999999997,77,76,76,76,75,76,77,77
2023-05-28,Everton,Bournemouth,1,0,H,0.4,0.4,9,3,2022,78,77,76,77,72,73,73,74,-17,-32,0.7688561680383381,0.5818877285976574,0.4222222222222222,0.6,1.6,5.2,0.27999999999999997,1.2,3.6,0.6,78,77,76,77,72,73,73,74
2023-05-28,Leeds,Tottenham,1,4,A,0.06666666666666667,0.26666666666666666,12,3,2022,77,76,75,76,84,83,80,82,-26,13,0.3805416663052017,1.1101676167025922,0.08888888888888889,0.2222222222222222,1.0,4.2,0.2,1.8,6.4,0.4533333333333333,77,76,75,76,84,83,80,82
2023-05-28,Leicester,West Ham,2,1,H,0.3333333333333333,0.4,3,5,2022,82,80,76,79,79,80,78,79,-16,-9,0.4491745494317193,0.7734759017558334,0.4888888888888889,0.26666666666666666,1.6,4.0,0.2533333333333333,1.4,5.4,0.4,82,80,76,79,79,80,78,79
2023-05-28,Man United,Fulham,2,1,H,0.6,0.4666666666666667,5,4,2022,82,83,81,82,77,76,74,76,17,5,1.5662722440246009,0.8381421166044679,0.4,0.35555555555555557,1.4,6.4,0.5599999999999999,2.0,4.8,0.48,82,83,81,82,77,76,74,76
2023-05-28,Southampton,Liverpool,4,4,D,0.06666666666666667,1.0,2,9,2022,76,72,76,76,84,82,84,84,-30,23,0.42997462803172976,1.681037798649891,0.1111111111111111,1.0,1.4,4.6,0.08,2.2,5.8,0.8266666666666668,76,72,76,76,84,82,84,84
2021-08-13,Brentford,Arsenal,2,0,H,,,2,5,2021,74,75,74,74,77,80,77,80,0,0,1.0,1.0,,,,,,,,,74,75,74,74,77,80,77,80
2021-08-14,Man United,Leeds,5,1,H,,,5,4,2021,82,83,81,83,77,77,75,76,0,0,1.0,1.0,,,,,,,,,82,83,81,83,77,77,75,76
2021-08-14,Burnley,Brighton,1,2,A,,,7,6,2021,77,75,76,76,75,73,77,76,0,0,1.0,1.0,,,,,,,,,77,75,76,76,75,73,77,76
2021-08-14,Chelsea,Crystal Palace,3,0,H,,,5,2,2021,84,85,83,84,77,76,75,76,0,0,1.0,1.0,,,,,,,,,84,85,83,84,77,76,75,76
2021-08-14,Everton,Southampton,3,1,H,,,6,8,2021,78,78,77,78,75,76,76,76,0,0,1.0,1.0,,,,,,,,,78,78,77,78,75,76,76,76
2021-08-14,Leicester,Wolves,1,0,H,,,5,4,2021,80,80,78,80,78,80,78,78,0,0,1.0,1.0,,,,,,,,,80,80,78,80,78,80,78,78
2021-08-14,Norwich,Liverpool,0,3,A,,,3,11,2021,75,73,73,73,86,84,85,85,0,0,1.0,1.0,,,,,,,,,75,73,73,73,86,84,85,85
2021-08-15,Tottenham,Man City,1,0,H,,,3,11,2021,83,81,78,81,84,87,86,85,0,0,1.0,1.0,,,,,,,,,83,81,78,81,84,87,86,85
2021-08-21,Liverpool,Burnley,2,0,H,,,8,4,2021,86,84,85,85,77,75,76,76,3,-1,1.1,0.9,,,,,,,,,86,84,85,85,77,75,76,76
2021-08-21,Crystal Palace,Brentford,0,0,D,,,3,5,2021,77,76,75,76,74,75,74,74,-3,2,0.9,1.1,,,,,,,,,77,76,75,76,74,75,74,74
2021-08-21,Leeds,Everton,2,2,D,,,8,5,2021,77,77,75,76,78,78,77,78,-4,2,0.9,1.1,,,,,,,,,77,77,75,76,78,78,77,78
2021-08-21,Man City,Norwich,5,0,H,,,6,1,2021,84,87,86,85,75,73,73,73,-1,-3,0.9,0.9,,,,,,,,,84,87,86,85,75,73,73,73
2021-08-21,Brighton,Watford,2,0,H,,,7,2,2021,75,73,77,76,74,75,74,74,1,0,1.1,1.0,,,,,,,,,75,73,77,76,74,75,74,74
2021-08-22,Southampton,Man United,1,1,D,,,7,7,2021,75,76,76,76,82,83,81,83,-2,4,0.9,1.1,,,,,,,,,75,76,76,76,82,83,81,83
2021-08-22,Wolves,Tottenham,0,1,A,,,5,4,2021,78,80,78,78,83,81,78,81,-1,1,0.9,1.1,,,,,,,,,78,80,78,78,83,81,78,81
2021-08-22,Arsenal,Chelsea,0,2,A,,,9,8,2021,77,80,77,80,84,85,83,84,-2,3,0.9,1.1,,,,,,,,,77,80,77,80,84,85,83,84
2021-08-23,West Ham,Leicester,4,1,H,,,10,0,2021,80,79,77,79,80,80,78,80,0,1,1.0,1.1,,,,,,,,,80,79,77,79,80,80,78,80
2021-08-28,Man City,Arsenal,5,0,H,,,14,0,2021,84,87,86,85,77,80,77,80,4,-4,0.99,0.81,,,,,,,,,84,87,86,85,77,80,77,80
2021-08-28,Brighton,Everton,0,2,A,,,4,5,2021,75,73,77,76,78,78,77,78,3,2,1.2000000000000002,1.08,,,,,,,,,75,73,77,76,78,78,77,78
2021-08-28,Norwich,Leicester,1,2,A,,,9,9,2021,75,73,73,73,80,80,78,80,-8,-2,0.81,0.9900000000000001,,,,,,,,,75,73,73,73,80,80,78,80
2021-08-28,West Ham,Crystal Palace,2,2,D,,,5,3,2021,80,79,77,79,77,76,75,76,3,-3,1.11,0.92,,,,,,,,,80,79,77,79,77,76,75,76
2021-08-28,Liverpool,Chelsea,1,1,D,,,12,3,2021,86,84,85,85,84,85,83,84,5,5,1.1900000000000002,1.1900000000000002,,,,,,,,,86,84,85,85,84,85,83,84
2021-08-29,Burnley,Leeds,1,1,D,,,5,5,2021,77,75,76,76,77,77,75,76,-3,-4,0.81,0.92,,,,,,,,,77,75,76,76,77,77,75,76
2021-08-29,Tottenham,Watford,1,0,H,,,10,3,2021,83,81,78,81,74,75,74,74,2,-2,1.1900000000000002,0.9,,,,,,,,,83,81,78,81,74,75,74,74
2021-08-29,Wolves,Man United,0,1,A,,,5,7,2021,78,80,78,78,82,83,81,83,-2,4,0.81,1.08,,,,,,,,,78,80,78,78,82,83,81,83
